A	filename	PSG filename
KD	cyc4_R_dom_freq_Hz	Cycle 4 - Spindle dominant frequency (Hz) where spectral energy is maximum in REM stage.
KE	cyc4_dom_freq_Hz	Cycle 4 - Spindle dominant frequency (Hz) where spectral energy is maximum in all stages.
KF	cyc4_N1_avg_freq_Hz	Cycle 4 - Spindle average frequency (Hz) counting peaks in N1 stage.
KG	cyc4_N2_avg_freq_Hz	Cycle 4 - Spindle average frequency (Hz) counting peaks in N2 stage.
KH	cyc4_N3_avg_freq_Hz	Cycle 4 - Spindle average frequency (Hz) counting peaks in N3 stage.
KI	cyc4_N2N3_avg_freq_Hz	Cycle 4 - Spindle average frequency (Hz) counting peaks in N2 and N3 stage.
KJ	cyc4_NREM_avg_freq_Hz	Cycle 4 - Spindle average frequency (Hz) counting peaks in NREM stage (N1, N2, N3).
KK	cyc4_R_avg_freq_Hz	Cycle 4 - Spindle average frequency (Hz) counting peaks in REM stage.
KL	cyc4_avg_freq_Hz	Cycle 4 - Spindle average frequency (Hz) counting peaks in all stages.
KM	cyc4_N1_amp_pkpk_uV	Cycle 4 - Average peak-to-peak amplitude (µV) in N1 stage.
KN	cyc4_N2_amp_pkpk_uV	Cycle 4 - Average peak-to-peak amplitude (µV) in N2 stage.
KO	cyc4_N3_amp_pkpk_uV	Cycle 4 - Average peak-to-peak amplitude (µV) in N3 stage.
KP	cyc4_N2N3_amp_pkpk_uV	Cycle 4 - Average peak-to-peak amplitude (µV) in N2 and N3 stage.
KQ	cyc4_NREM_amp_pkpk_uV	Cycle 4 - Average peak-to-peak amplitude (µV) in NREM stage (N1, N2, N3).
KR	cyc4_R_amp_pkpk_uV	Cycle 4 - Average peak-to-peak amplitude (µV) in REM stage.
KS	cyc4_amp_pkpk_uV	Cycle 4 - Average peak-to-peak amplitude (µV) in all stages
KT	cyc4_N1_amp_rms_uV	Cycle 4 - Average rms amplitude (µV) in N1 stage.
KU	cyc4_N2_amp_rms_uV	Cycle 4 - Average rms amplitude (µV) in N2 stage.
KV	cyc4_N3_amp_rms_uV	Cycle 4 - Average rms amplitude (µV) in N3 stage.
KW	cyc4_N2N3_amp_rms_uV	Cycle 4 - Average rms amplitude (µV) in N2 and N3 stage.
KX	cyc4_NREM_amp_rms_uV	Cycle 4 - Average rms amplitude (µV) in NREM stage (N1, N2, N3).
KY	cyc4_R_amp_rms_uV	Cycle 4 - Average rms amplitude (µV) in REM stage.
KZ	cyc4_amp_rms_uV	Cycle 4 - Average rms (Root Mean Square) amplitude (µV) in all stages
LA	cyc5_valid_min	Cycle 5 - Valid (no artifact) duration (min) available for detection minus the REM periods if excluded.
LB	cyc5_N1_valid_min	Cycle 5 - Valid (no artifact) duration (min) in N1 stage available for detection minus the REM periods if excluded.
LC	cyc5_N2_valid_min	Cycle 5 - Valid (no artifact) duration (min) in N2 stage available for detection minus the REM periods if excluded.
LD	cyc5_N3_valid_min	Cycle 5 - Valid (no artifact) duration (min) in N3 stage available for detection minus the REM periods if excluded.
LE	cyc5_N2N3_valid_min	Cycle 5 - Valid (no artifact) duration (min) in N2 and N3 stage available for detection minus the REM periods if excluded.
LF	cyc5_NREM_valid_min	Cycle 5 - Valid (no artifact) duration (min) in NREM stage (N1, N2, N3) available for detection minus the REM periods if excluded.
LG	cyc5_R_valid_min	Cycle 5 - Valid (no artifact) duration (min) in REM stage available for detection.
LH	cyc5_min	Cycle 5 duration (min) minus the REM periods if excluded.
LI	cyc5_N1_spindle_count	Cycle 5 - Sleep spindle count in N1 stage.
LJ	cyc5_N2_spindle_count	Cycle 5 - Sleep spindle count in N2 stage.
LK	cyc5_N3_spindle_count	Cycle 5 - Sleep spindle count in N3 stage.
LL	cyc5_N2N3_spindle_count	Cycle 5 - Sleep spindle count in N2 and N3 stage.
LM	cyc5_NREM_spindle_count	Cycle 5 - Sleep spindle count in NREM stage (N1, N2, N3).
LN	cyc5_R_spindle_count	Cycle 5 - Sleep spindle count in REM stage.
LO	cyc5_spindle_count	Cycle 5 - Sleep spindle count in all stages.
LP	cyc5_N1_density	Cycle 5 - Spindle density (count/min) in N1 stage.
LQ	cyc5_N2_density	Cycle 5 - Spindle density (count/min) in N2 stage.
LR	cyc5_N3_density	Cycle 5 - Spindle density (count/min) in N3 stage.
LS	cyc5_N2N3_density	Cycle 5 - Spindle density (count/min) in N2 and N3 stage.
LT	cyc5_NREM_density	Cycle 5 - Spindle density (count/min) in NREM stage (N1, N2, N3).
LU	cyc5_R_density	Cycle 5 - Spindle density (count/min) in REM stage.
LV	cyc5_density	Cycle 5 - Spindle density (count/min) in all stages.
LW	cyc5_N1_spindle_sec	Cycle 5 - Average spindle duration (s) in N1 stage.
LX	cyc5_N2_spindle_sec	Cycle 5 - Average spindle duration (s) in N2 stage.
LY	cyc5_N3_spindle_sec	Cycle 5 - Average spindle duration (s) in N3 stage.
LZ	cyc5_N2N3_spindle_sec	Cycle 5 - Average spindle duration (s) in N2 and N3 stage.
MA	cyc5_NREM_spindle_sec	Cycle 5 - Average spindle duration (s) in NREM stage (N1, N2, N3).
MB	cyc5_R_spindle_sec	Cycle 5 - Average spindle duration (s) in REM stage.
MC	cyc5_spindle_sec	Cycle 5 - Average spindle duration (s) in all stages.
MD	cyc5_N1_dom_freq_Hz	Cycle 5 - Spindle dominant frequency (Hz) where spectral energy is maximum in N1 stage.
ME	cyc5_N2_dom_freq_Hz	Cycle 5 - Spindle dominant frequency (Hz) where spectral energy is maximum in N2 stage.
MF	cyc5_N3_dom_freq_Hz	Cycle 5 - Spindle dominant frequency (Hz) where spectral energy is maximum in N3 stage.
MG	cyc5_N2N3_dom_freq_Hz	Cycle 5 - Spindle dominant frequency (Hz) where spectral energy is maximum in N2 and N3 stage.
MH	cyc5_NREM_dom_freq_Hz	Cycle 5 - Spindle dominant frequency (Hz) where spectral energy is maximum in NREM stage (N1, N2, N3).
MI	cyc5_R_dom_freq_Hz	Cycle 5 - Spindle dominant frequency (Hz) where spectral energy is maximum in REM stage.
MJ	cyc5_dom_freq_Hz	Cycle 5 - Spindle dominant frequency (Hz) where spectral energy is maximum in all stages.
MK	cyc5_N1_avg_freq_Hz	Cycle 5 - Spindle average frequency (Hz) counting peaks in N1 stage.
ML	cyc5_N2_avg_freq_Hz	Cycle 5 - Spindle average frequency (Hz) counting peaks in N2 stage.
MM	cyc5_N3_avg_freq_Hz	Cycle 5 - Spindle average frequency (Hz) counting peaks in N3 stage.
MN	cyc5_N2N3_avg_freq_Hz	Cycle 5 - Spindle average frequency (Hz) counting peaks in N2 and N3 stage.
MO	cyc5_NREM_avg_freq_Hz	Cycle 5 - Spindle average frequency (Hz) counting peaks in NREM stage (N1, N2, N3).
MP	cyc5_R_avg_freq_Hz	Cycle 5 - Spindle average frequency (Hz) counting peaks in REM stage.
MQ	cyc5_avg_freq_Hz	Cycle 5 - Spindle average frequency (Hz) counting peaks in all stages.
MR	cyc5_N1_amp_pkpk_uV	Cycle 5 - Average peak-to-peak amplitude (µV) in N1 stage.
MS	cyc5_N2_amp_pkpk_uV	Cycle 5 - Average peak-to-peak amplitude (µV) in N2 stage.
MT	cyc5_N3_amp_pkpk_uV	Cycle 5 - Average peak-to-peak amplitude (µV) in N3 stage.
MU	cyc5_N2N3_amp_pkpk_uV	Cycle 5 - Average peak-to-peak amplitude (µV) in N2 and N3 stage.
MV	cyc5_NREM_amp_pkpk_uV	Cycle 5 - Average peak-to-peak amplitude (µV) in NREM stage (N1, N2, N3).
MW	cyc5_R_amp_pkpk_uV	Cycle 5 - Average peak-to-peak amplitude (µV) in REM stage.
MX	cyc5_amp_pkpk_uV	Cycle 5 - Average peak-to-peak amplitude (µV) in all stages
MY	cyc5_N1_amp_rms_uV	Cycle 5 - Average rms amplitude (µV) in N1 stage.
MZ	cyc5_N2_amp_rms_uV	Cycle 5 - Average rms amplitude (µV) in N2 stage.
NA	cyc5_N3_amp_rms_uV	Cycle 5 - Average rms amplitude (µV) in N3 stage.
NB	cyc5_N2N3_amp_rms_uV	Cycle 5 - Average rms amplitude (µV) in N2 and N3 stage.
NC	cyc5_NREM_amp_rms_uV	Cycle 5 - Average rms amplitude (µV) in NREM stage (N1, N2, N3).
ND	cyc5_R_amp_rms_uV	Cycle 5 - Average rms amplitude (µV) in REM stage.
NE	cyc5_amp_rms_uV	Cycle 5 - Average rms (Root Mean Square) amplitude (µV) in all stages
NF	cyc6_valid_min	Cycle 6 - Valid (no artifact) duration (min) available for detection minus the REM periods if excluded.
NG	cyc6_N1_valid_min	Cycle 6 - Valid (no artifact) duration (min) in N1 stage available for detection minus the REM periods if excluded.
NH	cyc6_N2_valid_min	Cycle 6 - Valid (no artifact) duration (min) in N2 stage available for detection minus the REM periods if excluded.
NI	cyc6_N3_valid_min	Cycle 6 - Valid (no artifact) duration (min) in N3 stage available for detection minus the REM periods if excluded.
NJ	cyc6_N2N3_valid_min	Cycle 6 - Valid (no artifact) duration (min) in N2 and N3 stage available for detection minus the REM periods if excluded.
NK	cyc6_NREM_valid_min	Cycle 6 - Valid (no artifact) duration (min) in NREM stage (N1, N2, N3) available for detection minus the REM periods if excluded.
NL	cyc6_R_valid_min	Cycle 6 - Valid (no artifact) duration (min) in REM stage available for detection.
NM	cyc6_min	Cycle 6 duration (min) minus the REM periods if excluded.
NN	cyc6_N1_spindle_count	Cycle 6 - Sleep spindle count in N1 stage.
NO	cyc6_N2_spindle_count	Cycle 6 - Sleep spindle count in N2 stage.
NP	cyc6_N3_spindle_count	Cycle 6 - Sleep spindle count in N3 stage.
NQ	cyc6_N2N3_spindle_count	Cycle 6 - Sleep spindle count in N2 and N3 stage.
NR	cyc6_NREM_spindle_count	Cycle 6 - Sleep spindle count in NREM stage (N1, N2, N3).
NS	cyc6_R_spindle_count	Cycle 6 - Sleep spindle count in REM stage.
NT	cyc6_spindle_count	Cycle 6 - Sleep spindle count in all stages.
NU	cyc6_N1_density	Cycle 6 - Spindle density (count/min) in N1 stage.
NV	cyc6_N2_density	Cycle 6 - Spindle density (count/min) in N2 stage.
NW	cyc6_N3_density	Cycle 6 - Spindle density (count/min) in N3 stage.
NX	cyc6_N2N3_density	Cycle 6 - Spindle density (count/min) in N2 and N3 stage.
NY	cyc6_NREM_density	Cycle 6 - Spindle density (count/min) in NREM stage (N1, N2, N3).
NZ	cyc6_R_density	Cycle 6 - Spindle density (count/min) in REM stage.
OA	cyc6_density	Cycle 6 - Spindle density (count/min) in all stages.
OB	cyc6_N1_spindle_sec	Cycle 6 - Average spindle duration (s) in N1 stage.
OC	cyc6_N2_spindle_sec	Cycle 6 - Average spindle duration (s) in N2 stage.
OD	cyc6_N3_spindle_sec	Cycle 6 - Average spindle duration (s) in N3 stage.
OE	cyc6_N2N3_spindle_sec	Cycle 6 - Average spindle duration (s) in N2 and N3 stage.
OF	cyc6_NREM_spindle_sec	Cycle 6 - Average spindle duration (s) in NREM stage (N1, N2, N3).
OG	cyc6_R_spindle_sec	Cycle 6 - Average spindle duration (s) in REM stage.
OH	cyc6_spindle_sec	Cycle 6 - Average spindle duration (s) in all stages.
OI	cyc6_N1_dom_freq_Hz	Cycle 6 - Spindle dominant frequency (Hz) where spectral energy is maximum in N1 stage.
OJ	cyc6_N2_dom_freq_Hz	Cycle 6 - Spindle dominant frequency (Hz) where spectral energy is maximum in N2 stage.
OK	cyc6_N3_dom_freq_Hz	Cycle 6 - Spindle dominant frequency (Hz) where spectral energy is maximum in N3 stage.
OL	cyc6_N2N3_dom_freq_Hz	Cycle 6 - Spindle dominant frequency (Hz) where spectral energy is maximum in N2 and N3 stage.
OM	cyc6_NREM_dom_freq_Hz	Cycle 6 - Spindle dominant frequency (Hz) where spectral energy is maximum in NREM stage (N1, N2, N3).
ON	cyc6_R_dom_freq_Hz	Cycle 6 - Spindle dominant frequency (Hz) where spectral energy is maximum in REM stage.
OO	cyc6_dom_freq_Hz	Cycle 6 - Spindle dominant frequency (Hz) where spectral energy is maximum in all stages.
OP	cyc6_N1_avg_freq_Hz	Cycle 6 - Spindle average frequency (Hz) counting peaks in N1 stage.
OQ	cyc6_N2_avg_freq_Hz	Cycle 6 - Spindle average frequency (Hz) counting peaks in N2 stage.
OR	cyc6_N3_avg_freq_Hz	Cycle 6 - Spindle average frequency (Hz) counting peaks in N3 stage.
OS	cyc6_N2N3_avg_freq_Hz	Cycle 6 - Spindle average frequency (Hz) counting peaks in N2 and N3 stage.
OT	cyc6_NREM_avg_freq_Hz	Cycle 6 - Spindle average frequency (Hz) counting peaks in NREM stage (N1, N2, N3).
OU	cyc6_R_avg_freq_Hz	Cycle 6 - Spindle average frequency (Hz) counting peaks in REM stage.
OV	cyc6_avg_freq_Hz	Cycle 6 - Spindle average frequency (Hz) counting peaks in all stages.
OW	cyc6_N1_amp_pkpk_uV	Cycle 6 - Average peak-to-peak amplitude (µV) in N1 stage.
OX	cyc6_N2_amp_pkpk_uV	Cycle 6 - Average peak-to-peak amplitude (µV) in N2 stage.
OY	cyc6_N3_amp_pkpk_uV	Cycle 6 - Average peak-to-peak amplitude (µV) in N3 stage.
OZ	cyc6_N2N3_amp_pkpk_uV	Cycle 6 - Average peak-to-peak amplitude (µV) in N2 and N3 stage.
PA	cyc6_NREM_amp_pkpk_uV	Cycle 6 - Average peak-to-peak amplitude (µV) in NREM stage (N1, N2, N3).
PB	cyc6_R_amp_pkpk_uV	Cycle 6 - Average peak-to-peak amplitude (µV) in REM stage.
PC	cyc6_amp_pkpk_uV	Cycle 6 - Average peak-to-peak amplitude (µV) in all stages
PD	cyc6_N1_amp_rms_uV	Cycle 6 - Average rms amplitude (µV) in N1 stage.
PE	cyc6_N2_amp_rms_uV	Cycle 6 - Average rms amplitude (µV) in N2 stage.
PF	cyc6_N3_amp_rms_uV	Cycle 6 - Average rms amplitude (µV) in N3 stage.
PG	cyc6_N2N3_amp_rms_uV	Cycle 6 - Average rms amplitude (µV) in N2 and N3 stage.
PH	cyc6_NREM_amp_rms_uV	Cycle 6 - Average rms amplitude (µV) in NREM stage (N1, N2, N3).
PI	cyc6_R_amp_rms_uV	Cycle 6 - Average rms amplitude (µV) in REM stage.
PJ	cyc6_amp_rms_uV	Cycle 6 - Average rms (Root Mean Square) amplitude (µV) in all stages
PK	clock_h1_valid_min	Hour 1 - Valid (no artifact) duration (min) available for detection minus the REM periods if excluded.
PL	clock_h1_N1_valid_min	Hour 1 - Valid (no artifact) duration (min) in N1 stage available for detection minus the REM periods if excluded.
PM	clock_h1_N2_valid_min	Hour 1 - Valid (no artifact) duration (min) in N2 stage available for detection minus the REM periods if excluded.
PN	clock_h1_N3_valid_min	Hour 1 - Valid (no artifact) duration (min) in N3 stage available for detection minus the REM periods if excluded.
PO	clock_h1_N2N3_valid_min	Hour 1 - Valid (no artifact) duration (min) in N2 and N3 stage available for detection minus the REM periods if excluded.
PP	clock_h1_NREM_valid_min	Hour 1 - Valid (no artifact) duration (min) in NREM stage (N1, N2, N3) available for detection minus the REM periods if excluded.
PQ	clock_h1_R_valid_min	Hour 1 - Valid (no artifact) duration (min) in REM stage available for detection.
PR	clock_h1_min	Hour 1 duration (min) minus the REM periods if excluded.
PS	clock_h1_N1_spindle_count	Hour 1 - Sleep spindle count in N1 stage.
PT	clock_h1_N2_spindle_count	Hour 1 - Sleep spindle count in N2 stage.
PU	clock_h1_N3_spindle_count	Hour 1 - Sleep spindle count in N3 stage.
PV	clock_h1_N2N3_spindle_count	Hour 1 - Sleep spindle count in N2 and N3 stage.
PW	clock_h1_NREM_spindle_count	Hour 1 - Sleep spindle count in NREM stage (N1, N2, N3).
PX	clock_h1_R_spindle_count	Hour 1 - Sleep spindle count in REM stage.
PY	clock_h1_spindle_count	Hour 1 - Sleep spindle count in all stages.
PZ	clock_h1_N1_density	Hour 1 - Spindle density (count/min) in N1 stage.
QA	clock_h1_N2_density	Hour 1 - Spindle density (count/min) in N2 stage.
QB	clock_h1_N3_density	Hour 1 - Spindle density (count/min) in N3 stage.
QC	clock_h1_N2N3_density	Hour 1 - Spindle density (count/min) in N2 and N3 stage.
QD	clock_h1_NREM_density	Hour 1 - Spindle density (count/min) in NREM stage (N1, N2, N3).
QE	clock_h1_R_density	Hour 1 - Spindle density (count/min) in REM stage.
QF	clock_h1_density	Hour 1 - Spindle density (count/min) in all stages.
QG	clock_h1_N1_spindle_sec	Hour 1 - Average spindle duration (s) in N1 stage.
QH	clock_h1_N2_spindle_sec	Hour 1 - Average spindle duration (s) in N2 stage.
QI	clock_h1_N3_spindle_sec	Hour 1 - Average spindle duration (s) in N3 stage.
QJ	clock_h1_N2N3_spindle_sec	Hour 1 - Average spindle duration (s) in N2 and N3 stage.
QK	clock_h1_NREM_spindle_sec	Hour 1 - Average spindle duration (s) in NREM stage (N1, N2, N3).
QL	clock_h1_R_spindle_sec	Hour 1 - Average spindle duration (s) in REM stage.
QM	clock_h1_spindle_sec	Hour 1 - Average spindle duration (s) in all stages.
QN	clock_h1_N1_dom_freq_Hz	Hour 1 - Spindle dominant frequency (Hz) where spectral energy is maximum in N1 stage.
QO	clock_h1_N2_dom_freq_Hz	Hour 1 - Spindle dominant frequency (Hz) where spectral energy is maximum in N2 stage.
QP	clock_h1_N3_dom_freq_Hz	Hour 1 - Spindle dominant frequency (Hz) where spectral energy is maximum in N3 stage.
QQ	clock_h1_N2N3_dom_freq_Hz	Hour 1 - Spindle dominant frequency (Hz) where spectral energy is maximum in N2 and N3 stage.
QR	clock_h1_NREM_dom_freq_Hz	Hour 1 - Spindle dominant frequency (Hz) where spectral energy is maximum in NREM stage (N1, N2, N3).
QS	clock_h1_R_dom_freq_Hz	Hour 1 - Spindle dominant frequency (Hz) where spectral energy is maximum in REM stage.
QT	clock_h1_dom_freq_Hz	Hour 1 - Spindle dominant frequency (Hz) where spectral energy is maximum in all stages.
QU	clock_h1_N1_avg_freq_Hz	Hour 1 - Spindle average frequency (Hz) counting peaks in N1 stage.
QV	clock_h1_N2_avg_freq_Hz	Hour 1 - Spindle average frequency (Hz) counting peaks in N2 stage.
QW	clock_h1_N3_avg_freq_Hz	Hour 1 - Spindle average frequency (Hz) counting peaks in N3 stage.
QX	clock_h1_N2N3_avg_freq_Hz	Hour 1 - Spindle average frequency (Hz) counting peaks in N2 and N3 stage.
QY	clock_h1_NREM_avg_freq_Hz	Hour 1 - Spindle average frequency (Hz) counting peaks in NREM stage (N1, N2, N3).
QZ	clock_h1_R_avg_freq_Hz	Hour 1 - Spindle average frequency (Hz) counting peaks in REM stage.
RA	clock_h1_avg_freq_Hz	Hour 1 - Spindle average frequency (Hz) counting peaks in all stages.
RB	clock_h1_N1_amp_pkpk_uV	Hour 1 - Average peak-to-peak amplitude (µV) in N1 stage.
RC	clock_h1_N2_amp_pkpk_uV	Hour 1 - Average peak-to-peak amplitude (µV) in N2 stage.
RD	clock_h1_N3_amp_pkpk_uV	Hour 1 - Average peak-to-peak amplitude (µV) in N3 stage.
RE	clock_h1_N2N3_amp_pkpk_uV	Hour 1 - Average peak-to-peak amplitude (µV) in N2 and N3 stage.
RF	clock_h1_NREM_amp_pkpk_uV	Hour 1 - Average peak-to-peak amplitude (µV) in NREM stage (N1, N2, N3).
RG	clock_h1_R_amp_pkpk_uV	Hour 1 - Average peak-to-peak amplitude (µV) in REM stage.
RH	clock_h1_amp_pkpk_uV	Hour 1 - Average peak-to-peak amplitude (µV) in all stages
RI	clock_h1_N1_amp_rms_uV	Hour 1 - Average rms amplitude (µV) in N1 stage.
RJ	clock_h1_N2_amp_rms_uV	Hour 1 - Average rms amplitude (µV) in N2 stage.
RK	clock_h1_N3_amp_rms_uV	Hour 1 - Average rms amplitude (µV) in N3 stage.
RL	clock_h1_N2N3_amp_rms_uV	Hour 1 - Average rms amplitude (µV) in N2 and N3 stage.
RM	clock_h1_NREM_amp_rms_uV	Hour 1 - Average rms amplitude (µV) in NREM stage (N1, N2, N3).
RN	clock_h1_R_amp_rms_uV	Hour 1 - Average rms amplitude (µV) in REM stage.
RO	clock_h1_amp_rms_uV	Hour 1 - Average rms (Root Mean Square) amplitude (µV) in all stages
RP	clock_h2_valid_min	Hour 2 - Valid (no artifact) duration (min) available for detection minus the REM periods if excluded.
RQ	clock_h2_N1_valid_min	Hour 2 - Valid (no artifact) duration (min) in N1 stage available for detection minus the REM periods if excluded.
RR	clock_h2_N2_valid_min	Hour 2 - Valid (no artifact) duration (min) in N2 stage available for detection minus the REM periods if excluded.
RS	clock_h2_N3_valid_min	Hour 2 - Valid (no artifact) duration (min) in N3 stage available for detection minus the REM periods if excluded.
RT	clock_h2_N2N3_valid_min	Hour 2 - Valid (no artifact) duration (min) in N2 and N3 stage available for detection minus the REM periods if excluded.
RU	clock_h2_NREM_valid_min	Hour 2 - Valid (no artifact) duration (min) in NREM stage (N1, N2, N3) available for detection minus the REM periods if excluded.
RV	clock_h2_R_valid_min	Hour 2 - Valid (no artifact) duration (min) in REM stage available for detection.
RW	clock_h2_min	Hour 2 duration (min) minus the REM periods if excluded.
RX	clock_h2_N1_spindle_count	Hour 2 - Sleep spindle count in N1 stage.
RY	clock_h2_N2_spindle_count	Hour 2 - Sleep spindle count in N2 stage.
RZ	clock_h2_N3_spindle_count	Hour 2 - Sleep spindle count in N3 stage.
SA	clock_h2_N2N3_spindle_count	Hour 2 - Sleep spindle count in N2 and N3 stage.
SB	clock_h2_NREM_spindle_count	Hour 2 - Sleep spindle count in NREM stage (N1, N2, N3).
SC	clock_h2_R_spindle_count	Hour 2 - Sleep spindle count in REM stage.
SD	clock_h2_spindle_count	Hour 2 - Sleep spindle count in all stages.
SE	clock_h2_N1_density	Hour 2 - Spindle density (count/min) in N1 stage.
SF	clock_h2_N2_density	Hour 2 - Spindle density (count/min) in N2 stage.
SG	clock_h2_N3_density	Hour 2 - Spindle density (count/min) in N3 stage.
SH	clock_h2_N2N3_density	Hour 2 - Spindle density (count/min) in N2 and N3 stage.
SI	clock_h2_NREM_density	Hour 2 - Spindle density (count/min) in NREM stage (N1, N2, N3).
SJ	clock_h2_R_density	Hour 2 - Spindle density (count/min) in REM stage.
SK	clock_h2_density	Hour 2 - Spindle density (count/min) in all stages.
SL	clock_h2_N1_spindle_sec	Hour 2 - Average spindle duration (s) in N1 stage.
SM	clock_h2_N2_spindle_sec	Hour 2 - Average spindle duration (s) in N2 stage.
SN	clock_h2_N3_spindle_sec	Hour 2 - Average spindle duration (s) in N3 stage.
SO	clock_h2_N2N3_spindle_sec	Hour 2 - Average spindle duration (s) in N2 and N3 stage.
SP	clock_h2_NREM_spindle_sec	Hour 2 - Average spindle duration (s) in NREM stage (N1, N2, N3).
SQ	clock_h2_R_spindle_sec	Hour 2 - Average spindle duration (s) in REM stage.
SR	clock_h2_spindle_sec	Hour 2 - Average spindle duration (s) in all stages.
SS	clock_h2_N1_dom_freq_Hz	Hour 2 - Spindle dominant frequency (Hz) where spectral energy is maximum in N1 stage.
ST	clock_h2_N2_dom_freq_Hz	Hour 2 - Spindle dominant frequency (Hz) where spectral energy is maximum in N2 stage.
SU	clock_h2_N3_dom_freq_Hz	Hour 2 - Spindle dominant frequency (Hz) where spectral energy is maximum in N3 stage.
SV	clock_h2_N2N3_dom_freq_Hz	Hour 2 - Spindle dominant frequency (Hz) where spectral energy is maximum in N2 and N3 stage.
SW	clock_h2_NREM_dom_freq_Hz	Hour 2 - Spindle dominant frequency (Hz) where spectral energy is maximum in NREM stage (N1, N2, N3).
SX	clock_h2_R_dom_freq_Hz	Hour 2 - Spindle dominant frequency (Hz) where spectral energy is maximum in REM stage.
SY	clock_h2_dom_freq_Hz	Hour 2 - Spindle dominant frequency (Hz) where spectral energy is maximum in all stages.
SZ	clock_h2_N1_avg_freq_Hz	Hour 2 - Spindle average frequency (Hz) counting peaks in N1 stage.
TA	clock_h2_N2_avg_freq_Hz	Hour 2 - Spindle average frequency (Hz) counting peaks in N2 stage.
TB	clock_h2_N3_avg_freq_Hz	Hour 2 - Spindle average frequency (Hz) counting peaks in N3 stage.
TC	clock_h2_N2N3_avg_freq_Hz	Hour 2 - Spindle average frequency (Hz) counting peaks in N2 and N3 stage.
TD	clock_h2_NREM_avg_freq_Hz	Hour 2 - Spindle average frequency (Hz) counting peaks in NREM stage (N1, N2, N3).
TE	clock_h2_R_avg_freq_Hz	Hour 2 - Spindle average frequency (Hz) counting peaks in REM stage.
TF	clock_h2_avg_freq_Hz	Hour 2 - Spindle average frequency (Hz) counting peaks in all stages.
TG	clock_h2_N1_amp_pkpk_uV	Hour 2 - Average peak-to-peak amplitude (µV) in N1 stage.
TH	clock_h2_N2_amp_pkpk_uV	Hour 2 - Average peak-to-peak amplitude (µV) in N2 stage.
TI	clock_h2_N3_amp_pkpk_uV	Hour 2 - Average peak-to-peak amplitude (µV) in N3 stage.
TJ	clock_h2_N2N3_amp_pkpk_uV	Hour 2 - Average peak-to-peak amplitude (µV) in N2 and N3 stage.
TK	clock_h2_NREM_amp_pkpk_uV	Hour 2 - Average peak-to-peak amplitude (µV) in NREM stage (N1, N2, N3).
TL	clock_h2_R_amp_pkpk_uV	Hour 2 - Average peak-to-peak amplitude (µV) in REM stage.
TM	clock_h2_amp_pkpk_uV	Hour 2 - Average peak-to-peak amplitude (µV) in all stages
TN	clock_h2_N1_amp_rms_uV	Hour 2 - Average rms amplitude (µV) in N1 stage.
TO	clock_h2_N2_amp_rms_uV	Hour 2 - Average rms amplitude (µV) in N2 stage.
TP	clock_h2_N3_amp_rms_uV	Hour 2 - Average rms amplitude (µV) in N3 stage.
TQ	clock_h2_N2N3_amp_rms_uV	Hour 2 - Average rms amplitude (µV) in N2 and N3 stage.
TR	clock_h2_NREM_amp_rms_uV	Hour 2 - Average rms amplitude (µV) in NREM stage (N1, N2, N3).
TS	clock_h2_R_amp_rms_uV	Hour 2 - Average rms amplitude (µV) in REM stage.
TT	clock_h2_amp_rms_uV	Hour 2 - Average rms (Root Mean Square) amplitude (µV) in all stages
TU	clock_h3_valid_min	Hour 3 - Valid (no artifact) duration (min) available for detection minus the REM periods if excluded.
TV	clock_h3_N1_valid_min	Hour 3 - Valid (no artifact) duration (min) in N1 stage available for detection minus the REM periods if excluded.
TW	clock_h3_N2_valid_min	Hour 3 - Valid (no artifact) duration (min) in N2 stage available for detection minus the REM periods if excluded.
TX	clock_h3_N3_valid_min	Hour 3 - Valid (no artifact) duration (min) in N3 stage available for detection minus the REM periods if excluded.
TY	clock_h3_N2N3_valid_min	Hour 3 - Valid (no artifact) duration (min) in N2 and N3 stage available for detection minus the REM periods if excluded.
TZ	clock_h3_NREM_valid_min	Hour 3 - Valid (no artifact) duration (min) in NREM stage (N1, N2, N3) available for detection minus the REM periods if excluded.
UA	clock_h3_R_valid_min	Hour 3 - Valid (no artifact) duration (min) in REM stage available for detection.
UB	clock_h3_min	Hour 3 duration (min) minus the REM periods if excluded.
UC	clock_h3_N1_spindle_count	Hour 3 - Sleep spindle count in N1 stage.
UD	clock_h3_N2_spindle_count	Hour 3 - Sleep spindle count in N2 stage.
UE	clock_h3_N3_spindle_count	Hour 3 - Sleep spindle count in N3 stage.
UF	clock_h3_N2N3_spindle_count	Hour 3 - Sleep spindle count in N2 and N3 stage.
UG	clock_h3_NREM_spindle_count	Hour 3 - Sleep spindle count in NREM stage (N1, N2, N3).
UH	clock_h3_R_spindle_count	Hour 3 - Sleep spindle count in REM stage.
UI	clock_h3_spindle_count	Hour 3 - Sleep spindle count in all stages.
UJ	clock_h3_N1_density	Hour 3 - Spindle density (count/min) in N1 stage.
UK	clock_h3_N2_density	Hour 3 - Spindle density (count/min) in N2 stage.
UL	clock_h3_N3_density	Hour 3 - Spindle density (count/min) in N3 stage.
UM	clock_h3_N2N3_density	Hour 3 - Spindle density (count/min) in N2 and N3 stage.
