A	filename	PSG filename
ADA	clock_h5_N3_amp_rms_uV	Hour 5 - Average rms amplitude (uV) in N3 stage.
ADB	clock_h5_N2N3_amp_rms_uV	Hour 5 - Average rms amplitude (uV) in N2 and N3 stage.
ADC	clock_h5_NREM_amp_rms_uV	Hour 5 - Average rms amplitude (uV) in NREM stage (N1, N2, N3).
ADD	clock_h5_R_amp_rms_uV	Hour 5 - Average rms amplitude (uV) in REM stage.
ADE	clock_h5_amp_rms_uV	Hour 5 - Average rms (Root Mean Square) amplitude (uV) in all stages
ADF	clock_h5_N1_RSAI_uVsec	Hour 5 - RMS Spindle Activity Index (sum of RMS amplitude x spindle duration) in N1 stage (uV sec).
ADG	clock_h5_N2_RSAI_uVsec	Hour 5 - RMS Spindle Activity Index (sum of RMS amplitude x spindle duration) in N2 stage (uV sec).
ADH	clock_h5_N3_RSAI_uVsec	Hour 5 - RMS Spindle Activity Index (sum of RMS amplitude x spindle duration) in N3 stage (uV sec).
ADI	clock_h5_N2N3_RSAI_uVsec	Hour 5 - RMS Spindle Activity Index (sum of RMS amplitude x spindle duration) in N2 and N3 stage (uV sec).
ADJ	clock_h5_NREM_RSAI_uVsec	Hour 5 - RMS Spindle Activity Index (sum of RMS amplitude x spindle duration) in NREM stage (N1, N2, N3) (uV sec).
ADK	clock_h5_R_RSAI_uVsec	Hour 5 - RMS Spindle Activity Index (sum of RMS amplitude x spindle duration) in REM stage (uV sec).
ADL	clock_h5_RSAI_uVsec	Hour 5 - RMS Spindle Activity Index (sum of RMS amplitude x spindle duration) in all stages (uV sec)
ADM	clock_h6_valid_min	Hour 6 - Valid (no artifact) duration (min) available for detection minus the REM periods if excluded.
ADN	clock_h6_N1_valid_min	Hour 6 - Valid (no artifact) duration (min) in N1 stage available for detection minus the REM periods if excluded.
ADO	clock_h6_N2_valid_min	Hour 6 - Valid (no artifact) duration (min) in N2 stage available for detection minus the REM periods if excluded.
ADP	clock_h6_N3_valid_min	Hour 6 - Valid (no artifact) duration (min) in N3 stage available for detection minus the REM periods if excluded.
ADQ	clock_h6_N2N3_valid_min	Hour 6 - Valid (no artifact) duration (min) in N2 and N3 stage available for detection minus the REM periods if excluded.
ADR	clock_h6_NREM_valid_min	Hour 6 - Valid (no artifact) duration (min) in NREM stage (N1, N2, N3) available for detection minus the REM periods if excluded.
ADS	clock_h6_R_valid_min	Hour 6 - Valid (no artifact) duration (min) in REM stage available for detection.
ADT	clock_h6_min	Hour 6 duration (min) minus the REM periods if excluded.
ADU	clock_h6_N1_spindle_count	Hour 6 - Sleep spindle count in N1 stage.
ADV	clock_h6_N2_spindle_count	Hour 6 - Sleep spindle count in N2 stage.
ADW	clock_h6_N3_spindle_count	Hour 6 - Sleep spindle count in N3 stage.
ADX	clock_h6_N2N3_spindle_count	Hour 6 - Sleep spindle count in N2 and N3 stage.
ADY	clock_h6_NREM_spindle_count	Hour 6 - Sleep spindle count in NREM stage (N1, N2, N3).
ADZ	clock_h6_R_spindle_count	Hour 6 - Sleep spindle count in REM stage.
AEA	clock_h6_spindle_count	Hour 6 - Sleep spindle count in all stages.
AEB	clock_h6_N1_density	Hour 6 - Spindle density (count/min) in N1 stage.
AEC	clock_h6_N2_density	Hour 6 - Spindle density (count/min) in N2 stage.
AED	clock_h6_N3_density	Hour 6 - Spindle density (count/min) in N3 stage.
AEE	clock_h6_N2N3_density	Hour 6 - Spindle density (count/min) in N2 and N3 stage.
AEF	clock_h6_NREM_density	Hour 6 - Spindle density (count/min) in NREM stage (N1, N2, N3).
AEG	clock_h6_R_density	Hour 6 - Spindle density (count/min) in REM stage.
AEH	clock_h6_density	Hour 6 - Spindle density (count/min) in all stages.
AEI	clock_h6_N1_spindle_sec	Hour 6 - Average spindle duration (s) in N1 stage.
AEJ	clock_h6_N2_spindle_sec	Hour 6 - Average spindle duration (s) in N2 stage.
AEK	clock_h6_N3_spindle_sec	Hour 6 - Average spindle duration (s) in N3 stage.
AEL	clock_h6_N2N3_spindle_sec	Hour 6 - Average spindle duration (s) in N2 and N3 stage.
AEM	clock_h6_NREM_spindle_sec	Hour 6 - Average spindle duration (s) in NREM stage (N1, N2, N3).
AEN	clock_h6_R_spindle_sec	Hour 6 - Average spindle duration (s) in REM stage.
AEO	clock_h6_spindle_sec	Hour 6 - Average spindle duration (s) in all stages.
AEP	clock_h6_N1_dom_freq_Hz	Hour 6 - Spindle dominant frequency (Hz) where spectral energy is maximum in N1 stage.
AEQ	clock_h6_N2_dom_freq_Hz	Hour 6 - Spindle dominant frequency (Hz) where spectral energy is maximum in N2 stage.
AER	clock_h6_N3_dom_freq_Hz	Hour 6 - Spindle dominant frequency (Hz) where spectral energy is maximum in N3 stage.
AES	clock_h6_N2N3_dom_freq_Hz	Hour 6 - Spindle dominant frequency (Hz) where spectral energy is maximum in N2 and N3 stage.
AET	clock_h6_NREM_dom_freq_Hz	Hour 6 - Spindle dominant frequency (Hz) where spectral energy is maximum in NREM stage (N1, N2, N3).
AEU	clock_h6_R_dom_freq_Hz	Hour 6 - Spindle dominant frequency (Hz) where spectral energy is maximum in REM stage.
AEV	clock_h6_dom_freq_Hz	Hour 6 - Spindle dominant frequency (Hz) where spectral energy is maximum in all stages.
AEW	clock_h6_N1_avg_freq_Hz	Hour 6 - Spindle average frequency (Hz) counting peaks in N1 stage.
AEX	clock_h6_N2_avg_freq_Hz	Hour 6 - Spindle average frequency (Hz) counting peaks in N2 stage.
AEY	clock_h6_N3_avg_freq_Hz	Hour 6 - Spindle average frequency (Hz) counting peaks in N3 stage.
AEZ	clock_h6_N2N3_avg_freq_Hz	Hour 6 - Spindle average frequency (Hz) counting peaks in N2 and N3 stage.
AFA	clock_h6_NREM_avg_freq_Hz	Hour 6 - Spindle average frequency (Hz) counting peaks in NREM stage (N1, N2, N3).
AFB	clock_h6_R_avg_freq_Hz	Hour 6 - Spindle average frequency (Hz) counting peaks in REM stage.
AFC	clock_h6_avg_freq_Hz	Hour 6 - Spindle average frequency (Hz) counting peaks in all stages.
AFD	clock_h6_N1_amp_pkpk_uV	Hour 6 - Average peak-to-peak amplitude (uV) in N1 stage.
AFE	clock_h6_N2_amp_pkpk_uV	Hour 6 - Average peak-to-peak amplitude (uV) in N2 stage.
AFF	clock_h6_N3_amp_pkpk_uV	Hour 6 - Average peak-to-peak amplitude (uV) in N3 stage.
AFG	clock_h6_N2N3_amp_pkpk_uV	Hour 6 - Average peak-to-peak amplitude (uV) in N2 and N3 stage.
AFH	clock_h6_NREM_amp_pkpk_uV	Hour 6 - Average peak-to-peak amplitude (uV) in NREM stage (N1, N2, N3).
AFI	clock_h6_R_amp_pkpk_uV	Hour 6 - Average peak-to-peak amplitude (uV) in REM stage.
AFJ	clock_h6_amp_pkpk_uV	Hour 6 - Average peak-to-peak amplitude (uV) in all stages
AFK	clock_h6_N1_amp_rms_uV	Hour 6 - Average rms amplitude (uV) in N1 stage.
AFL	clock_h6_N2_amp_rms_uV	Hour 6 - Average rms amplitude (uV) in N2 stage.
AFM	clock_h6_N3_amp_rms_uV	Hour 6 - Average rms amplitude (uV) in N3 stage.
AFN	clock_h6_N2N3_amp_rms_uV	Hour 6 - Average rms amplitude (uV) in N2 and N3 stage.
AFO	clock_h6_NREM_amp_rms_uV	Hour 6 - Average rms amplitude (uV) in NREM stage (N1, N2, N3).
AFP	clock_h6_R_amp_rms_uV	Hour 6 - Average rms amplitude (uV) in REM stage.
AFQ	clock_h6_amp_rms_uV	Hour 6 - Average rms (Root Mean Square) amplitude (uV) in all stages
AFR	clock_h6_N1_RSAI_uVsec	Hour 6 - RMS Spindle Activity Index (sum of RMS amplitude x spindle duration) in N1 stage (uV sec).
AFS	clock_h6_N2_RSAI_uVsec	Hour 6 - RMS Spindle Activity Index (sum of RMS amplitude x spindle duration) in N2 stage (uV sec).
AFT	clock_h6_N3_RSAI_uVsec	Hour 6 - RMS Spindle Activity Index (sum of RMS amplitude x spindle duration) in N3 stage (uV sec).
AFU	clock_h6_N2N3_RSAI_uVsec	Hour 6 - RMS Spindle Activity Index (sum of RMS amplitude x spindle duration) in N2 and N3 stage (uV sec).
AFV	clock_h6_NREM_RSAI_uVsec	Hour 6 - RMS Spindle Activity Index (sum of RMS amplitude x spindle duration) in NREM stage (N1, N2, N3) (uV sec).
AFW	clock_h6_R_RSAI_uVsec	Hour 6 - RMS Spindle Activity Index (sum of RMS amplitude x spindle duration) in REM stage (uV sec).
AFX	clock_h6_RSAI_uVsec	Hour 6 - RMS Spindle Activity Index (sum of RMS amplitude x spindle duration) in all stages (uV sec)
AFY	clock_h7_valid_min	Hour 7 - Valid (no artifact) duration (min) available for detection minus the REM periods if excluded.
AFZ	clock_h7_N1_valid_min	Hour 7 - Valid (no artifact) duration (min) in N1 stage available for detection minus the REM periods if excluded.
AGA	clock_h7_N2_valid_min	Hour 7 - Valid (no artifact) duration (min) in N2 stage available for detection minus the REM periods if excluded.
AGB	clock_h7_N3_valid_min	Hour 7 - Valid (no artifact) duration (min) in N3 stage available for detection minus the REM periods if excluded.
AGC	clock_h7_N2N3_valid_min	Hour 7 - Valid (no artifact) duration (min) in N2 and N3 stage available for detection minus the REM periods if excluded.
AGD	clock_h7_NREM_valid_min	Hour 7 - Valid (no artifact) duration (min) in NREM stage (N1, N2, N3) available for detection minus the REM periods if excluded.
AGE	clock_h7_R_valid_min	Hour 7 - Valid (no artifact) duration (min) in REM stage available for detection.
AGF	clock_h7_min	Hour 7 duration (min) minus the REM periods if excluded.
AGG	clock_h7_N1_spindle_count	Hour 7 - Sleep spindle count in N1 stage.
AGH	clock_h7_N2_spindle_count	Hour 7 - Sleep spindle count in N2 stage.
AGI	clock_h7_N3_spindle_count	Hour 7 - Sleep spindle count in N3 stage.
AGJ	clock_h7_N2N3_spindle_count	Hour 7 - Sleep spindle count in N2 and N3 stage.
AGK	clock_h7_NREM_spindle_count	Hour 7 - Sleep spindle count in NREM stage (N1, N2, N3).
AGL	clock_h7_R_spindle_count	Hour 7 - Sleep spindle count in REM stage.
AGM	clock_h7_spindle_count	Hour 7 - Sleep spindle count in all stages.
AGN	clock_h7_N1_density	Hour 7 - Spindle density (count/min) in N1 stage.
AGO	clock_h7_N2_density	Hour 7 - Spindle density (count/min) in N2 stage.
AGP	clock_h7_N3_density	Hour 7 - Spindle density (count/min) in N3 stage.
AGQ	clock_h7_N2N3_density	Hour 7 - Spindle density (count/min) in N2 and N3 stage.
AGR	clock_h7_NREM_density	Hour 7 - Spindle density (count/min) in NREM stage (N1, N2, N3).
AGS	clock_h7_R_density	Hour 7 - Spindle density (count/min) in REM stage.
AGT	clock_h7_density	Hour 7 - Spindle density (count/min) in all stages.
AGU	clock_h7_N1_spindle_sec	Hour 7 - Average spindle duration (s) in N1 stage.
AGV	clock_h7_N2_spindle_sec	Hour 7 - Average spindle duration (s) in N2 stage.
AGW	clock_h7_N3_spindle_sec	Hour 7 - Average spindle duration (s) in N3 stage.
AGX	clock_h7_N2N3_spindle_sec	Hour 7 - Average spindle duration (s) in N2 and N3 stage.
AGY	clock_h7_NREM_spindle_sec	Hour 7 - Average spindle duration (s) in NREM stage (N1, N2, N3).
AGZ	clock_h7_R_spindle_sec	Hour 7 - Average spindle duration (s) in REM stage.
AHA	clock_h7_spindle_sec	Hour 7 - Average spindle duration (s) in all stages.
AHB	clock_h7_N1_dom_freq_Hz	Hour 7 - Spindle dominant frequency (Hz) where spectral energy is maximum in N1 stage.
AHC	clock_h7_N2_dom_freq_Hz	Hour 7 - Spindle dominant frequency (Hz) where spectral energy is maximum in N2 stage.
AHD	clock_h7_N3_dom_freq_Hz	Hour 7 - Spindle dominant frequency (Hz) where spectral energy is maximum in N3 stage.
AHE	clock_h7_N2N3_dom_freq_Hz	Hour 7 - Spindle dominant frequency (Hz) where spectral energy is maximum in N2 and N3 stage.
AHF	clock_h7_NREM_dom_freq_Hz	Hour 7 - Spindle dominant frequency (Hz) where spectral energy is maximum in NREM stage (N1, N2, N3).
AHG	clock_h7_R_dom_freq_Hz	Hour 7 - Spindle dominant frequency (Hz) where spectral energy is maximum in REM stage.
AHH	clock_h7_dom_freq_Hz	Hour 7 - Spindle dominant frequency (Hz) where spectral energy is maximum in all stages.
AHI	clock_h7_N1_avg_freq_Hz	Hour 7 - Spindle average frequency (Hz) counting peaks in N1 stage.
AHJ	clock_h7_N2_avg_freq_Hz	Hour 7 - Spindle average frequency (Hz) counting peaks in N2 stage.
AHK	clock_h7_N3_avg_freq_Hz	Hour 7 - Spindle average frequency (Hz) counting peaks in N3 stage.
AHL	clock_h7_N2N3_avg_freq_Hz	Hour 7 - Spindle average frequency (Hz) counting peaks in N2 and N3 stage.
AHM	clock_h7_NREM_avg_freq_Hz	Hour 7 - Spindle average frequency (Hz) counting peaks in NREM stage (N1, N2, N3).
AHN	clock_h7_R_avg_freq_Hz	Hour 7 - Spindle average frequency (Hz) counting peaks in REM stage.
AHO	clock_h7_avg_freq_Hz	Hour 7 - Spindle average frequency (Hz) counting peaks in all stages.
AHP	clock_h7_N1_amp_pkpk_uV	Hour 7 - Average peak-to-peak amplitude (uV) in N1 stage.
AHQ	clock_h7_N2_amp_pkpk_uV	Hour 7 - Average peak-to-peak amplitude (uV) in N2 stage.
AHR	clock_h7_N3_amp_pkpk_uV	Hour 7 - Average peak-to-peak amplitude (uV) in N3 stage.
AHS	clock_h7_N2N3_amp_pkpk_uV	Hour 7 - Average peak-to-peak amplitude (uV) in N2 and N3 stage.
AHT	clock_h7_NREM_amp_pkpk_uV	Hour 7 - Average peak-to-peak amplitude (uV) in NREM stage (N1, N2, N3).
AHU	clock_h7_R_amp_pkpk_uV	Hour 7 - Average peak-to-peak amplitude (uV) in REM stage.
AHV	clock_h7_amp_pkpk_uV	Hour 7 - Average peak-to-peak amplitude (uV) in all stages
AHW	clock_h7_N1_amp_rms_uV	Hour 7 - Average rms amplitude (uV) in N1 stage.
AHX	clock_h7_N2_amp_rms_uV	Hour 7 - Average rms amplitude (uV) in N2 stage.
AHY	clock_h7_N3_amp_rms_uV	Hour 7 - Average rms amplitude (uV) in N3 stage.
AHZ	clock_h7_N2N3_amp_rms_uV	Hour 7 - Average rms amplitude (uV) in N2 and N3 stage.
AIA	clock_h7_NREM_amp_rms_uV	Hour 7 - Average rms amplitude (uV) in NREM stage (N1, N2, N3).
AIB	clock_h7_R_amp_rms_uV	Hour 7 - Average rms amplitude (uV) in REM stage.
AIC	clock_h7_amp_rms_uV	Hour 7 - Average rms (Root Mean Square) amplitude (uV) in all stages
AID	clock_h7_N1_RSAI_uVsec	Hour 7 - RMS Spindle Activity Index (sum of RMS amplitude x spindle duration) in N1 stage (uV sec).
AIE	clock_h7_N2_RSAI_uVsec	Hour 7 - RMS Spindle Activity Index (sum of RMS amplitude x spindle duration) in N2 stage (uV sec).
AIF	clock_h7_N3_RSAI_uVsec	Hour 7 - RMS Spindle Activity Index (sum of RMS amplitude x spindle duration) in N3 stage (uV sec).
AIG	clock_h7_N2N3_RSAI_uVsec	Hour 7 - RMS Spindle Activity Index (sum of RMS amplitude x spindle duration) in N2 and N3 stage (uV sec).
AIH	clock_h7_NREM_RSAI_uVsec	Hour 7 - RMS Spindle Activity Index (sum of RMS amplitude x spindle duration) in NREM stage (N1, N2, N3) (uV sec).
AII	clock_h7_R_RSAI_uVsec	Hour 7 - RMS Spindle Activity Index (sum of RMS amplitude x spindle duration) in REM stage (uV sec).
AIJ	clock_h7_RSAI_uVsec	Hour 7 - RMS Spindle Activity Index (sum of RMS amplitude x spindle duration) in all stages (uV sec)
AIK	clock_h8_valid_min	Hour 8 - Valid (no artifact) duration (min) available for detection minus the REM periods if excluded.
AIL	clock_h8_N1_valid_min	Hour 8 - Valid (no artifact) duration (min) in N1 stage available for detection minus the REM periods if excluded.
AIM	clock_h8_N2_valid_min	Hour 8 - Valid (no artifact) duration (min) in N2 stage available for detection minus the REM periods if excluded.
AIN	clock_h8_N3_valid_min	Hour 8 - Valid (no artifact) duration (min) in N3 stage available for detection minus the REM periods if excluded.
AIO	clock_h8_N2N3_valid_min	Hour 8 - Valid (no artifact) duration (min) in N2 and N3 stage available for detection minus the REM periods if excluded.
AIP	clock_h8_NREM_valid_min	Hour 8 - Valid (no artifact) duration (min) in NREM stage (N1, N2, N3) available for detection minus the REM periods if excluded.
AIQ	clock_h8_R_valid_min	Hour 8 - Valid (no artifact) duration (min) in REM stage available for detection.
AIR	clock_h8_min	Hour 8 duration (min) minus the REM periods if excluded.
AIS	clock_h8_N1_spindle_count	Hour 8 - Sleep spindle count in N1 stage.
AIT	clock_h8_N2_spindle_count	Hour 8 - Sleep spindle count in N2 stage.
AIU	clock_h8_N3_spindle_count	Hour 8 - Sleep spindle count in N3 stage.
AIV	clock_h8_N2N3_spindle_count	Hour 8 - Sleep spindle count in N2 and N3 stage.
AIW	clock_h8_NREM_spindle_count	Hour 8 - Sleep spindle count in NREM stage (N1, N2, N3).
AIX	clock_h8_R_spindle_count	Hour 8 - Sleep spindle count in REM stage.
AIY	clock_h8_spindle_count	Hour 8 - Sleep spindle count in all stages.
AIZ	clock_h8_N1_density	Hour 8 - Spindle density (count/min) in N1 stage.
AJA	clock_h8_N2_density	Hour 8 - Spindle density (count/min) in N2 stage.
AJB	clock_h8_N3_density	Hour 8 - Spindle density (count/min) in N3 stage.
AJC	clock_h8_N2N3_density	Hour 8 - Spindle density (count/min) in N2 and N3 stage.
AJD	clock_h8_NREM_density	Hour 8 - Spindle density (count/min) in NREM stage (N1, N2, N3).
AJE	clock_h8_R_density	Hour 8 - Spindle density (count/min) in REM stage.
AJF	clock_h8_density	Hour 8 - Spindle density (count/min) in all stages.
AJG	clock_h8_N1_spindle_sec	Hour 8 - Average spindle duration (s) in N1 stage.
AJH	clock_h8_N2_spindle_sec	Hour 8 - Average spindle duration (s) in N2 stage.
AJI	clock_h8_N3_spindle_sec	Hour 8 - Average spindle duration (s) in N3 stage.
AJJ	clock_h8_N2N3_spindle_sec	Hour 8 - Average spindle duration (s) in N2 and N3 stage.
AJK	clock_h8_NREM_spindle_sec	Hour 8 - Average spindle duration (s) in NREM stage (N1, N2, N3).
AJL	clock_h8_R_spindle_sec	Hour 8 - Average spindle duration (s) in REM stage.
AJM	clock_h8_spindle_sec	Hour 8 - Average spindle duration (s) in all stages.
AJN	clock_h8_N1_dom_freq_Hz	Hour 8 - Spindle dominant frequency (Hz) where spectral energy is maximum in N1 stage.
AJO	clock_h8_N2_dom_freq_Hz	Hour 8 - Spindle dominant frequency (Hz) where spectral energy is maximum in N2 stage.
AJP	clock_h8_N3_dom_freq_Hz	Hour 8 - Spindle dominant frequency (Hz) where spectral energy is maximum in N3 stage.
AJQ	clock_h8_N2N3_dom_freq_Hz	Hour 8 - Spindle dominant frequency (Hz) where spectral energy is maximum in N2 and N3 stage.
AJR	clock_h8_NREM_dom_freq_Hz	Hour 8 - Spindle dominant frequency (Hz) where spectral energy is maximum in NREM stage (N1, N2, N3).
AJS	clock_h8_R_dom_freq_Hz	Hour 8 - Spindle dominant frequency (Hz) where spectral energy is maximum in REM stage.
AJT	clock_h8_dom_freq_Hz	Hour 8 - Spindle dominant frequency (Hz) where spectral energy is maximum in all stages.
AJU	clock_h8_N1_avg_freq_Hz	Hour 8 - Spindle average frequency (Hz) counting peaks in N1 stage.
AJV	clock_h8_N2_avg_freq_Hz	Hour 8 - Spindle average frequency (Hz) counting peaks in N2 stage.
AJW	clock_h8_N3_avg_freq_Hz	Hour 8 - Spindle average frequency (Hz) counting peaks in N3 stage.
AJX	clock_h8_N2N3_avg_freq_Hz	Hour 8 - Spindle average frequency (Hz) counting peaks in N2 and N3 stage.
AJY	clock_h8_NREM_avg_freq_Hz	Hour 8 - Spindle average frequency (Hz) counting peaks in NREM stage (N1, N2, N3).
AJZ	clock_h8_R_avg_freq_Hz	Hour 8 - Spindle average frequency (Hz) counting peaks in REM stage.
AKA	clock_h8_avg_freq_Hz	Hour 8 - Spindle average frequency (Hz) counting peaks in all stages.
AKB	clock_h8_N1_amp_pkpk_uV	Hour 8 - Average peak-to-peak amplitude (uV) in N1 stage.
AKC	clock_h8_N2_amp_pkpk_uV	Hour 8 - Average peak-to-peak amplitude (uV) in N2 stage.
AKD	clock_h8_N3_amp_pkpk_uV	Hour 8 - Average peak-to-peak amplitude (uV) in N3 stage.
AKE	clock_h8_N2N3_amp_pkpk_uV	Hour 8 - Average peak-to-peak amplitude (uV) in N2 and N3 stage.
AKF	clock_h8_NREM_amp_pkpk_uV	Hour 8 - Average peak-to-peak amplitude (uV) in NREM stage (N1, N2, N3).
AKG	clock_h8_R_amp_pkpk_uV	Hour 8 - Average peak-to-peak amplitude (uV) in REM stage.
AKH	clock_h8_amp_pkpk_uV	Hour 8 - Average peak-to-peak amplitude (uV) in all stages
AKI	clock_h8_N1_amp_rms_uV	Hour 8 - Average rms amplitude (uV) in N1 stage.
AKJ	clock_h8_N2_amp_rms_uV	Hour 8 - Average rms amplitude (uV) in N2 stage.
AKK	clock_h8_N3_amp_rms_uV	Hour 8 - Average rms amplitude (uV) in N3 stage.
AKL	clock_h8_N2N3_amp_rms_uV	Hour 8 - Average rms amplitude (uV) in N2 and N3 stage.
AKM	clock_h8_NREM_amp_rms_uV	Hour 8 - Average rms amplitude (uV) in NREM stage (N1, N2, N3).
AKN	clock_h8_R_amp_rms_uV	Hour 8 - Average rms amplitude (uV) in REM stage.
AKO	clock_h8_amp_rms_uV	Hour 8 - Average rms (Root Mean Square) amplitude (uV) in all stages
AKP	clock_h8_N1_RSAI_uVsec	Hour 8 - RMS Spindle Activity Index (sum of RMS amplitude x spindle duration) in N1 stage (uV sec).
AKQ	clock_h8_N2_RSAI_uVsec	Hour 8 - RMS Spindle Activity Index (sum of RMS amplitude x spindle duration) in N2 stage (uV sec).
AKR	clock_h8_N3_RSAI_uVsec	Hour 8 - RMS Spindle Activity Index (sum of RMS amplitude x spindle duration) in N3 stage (uV sec).
AKS	clock_h8_N2N3_RSAI_uVsec	Hour 8 - RMS Spindle Activity Index (sum of RMS amplitude x spindle duration) in N2 and N3 stage (uV sec).
AKT	clock_h8_NREM_RSAI_uVsec	Hour 8 - RMS Spindle Activity Index (sum of RMS amplitude x spindle duration) in NREM stage (N1, N2, N3) (uV sec).
AKU	clock_h8_R_RSAI_uVsec	Hour 8 - RMS Spindle Activity Index (sum of RMS amplitude x spindle duration) in REM stage (uV sec).
AKV	clock_h8_RSAI_uVsec	Hour 8 - RMS Spindle Activity Index (sum of RMS amplitude x spindle duration) in all stages (uV sec)
AKW	clock_h9_valid_min	Hour 9 - Valid (no artifact) duration (min) available for detection minus the REM periods if excluded.
AKX	clock_h9_N1_valid_min	Hour 9 - Valid (no artifact) duration (min) in N1 stage available for detection minus the REM periods if excluded.
AKY	clock_h9_N2_valid_min	Hour 9 - Valid (no artifact) duration (min) in N2 stage available for detection minus the REM periods if excluded.
AKZ	clock_h9_N3_valid_min	Hour 9 - Valid (no artifact) duration (min) in N3 stage available for detection minus the REM periods if excluded.
ALA	clock_h9_N2N3_valid_min	Hour 9 - Valid (no artifact) duration (min) in N2 and N3 stage available for detection minus the REM periods if excluded.
ALB	clock_h9_NREM_valid_min	Hour 9 - Valid (no artifact) duration (min) in NREM stage (N1, N2, N3) available for detection minus the REM periods if excluded.
ALC	clock_h9_R_valid_min	Hour 9 - Valid (no artifact) duration (min) in REM stage available for detection.
ALD	clock_h9_min	Hour 9 duration (min) minus the REM periods if excluded.
ALE	clock_h9_N1_spindle_count	Hour 9 - Sleep spindle count in N1 stage.
ALF	clock_h9_N2_spindle_count	Hour 9 - Sleep spindle count in N2 stage.
ALG	clock_h9_N3_spindle_count	Hour 9 - Sleep spindle count in N3 stage.
ALH	clock_h9_N2N3_spindle_count	Hour 9 - Sleep spindle count in N2 and N3 stage.
ALI	clock_h9_NREM_spindle_count	Hour 9 - Sleep spindle count in NREM stage (N1, N2, N3).
ALJ	clock_h9_R_spindle_count	Hour 9 - Sleep spindle count in REM stage.
ALK	clock_h9_spindle_count	Hour 9 - Sleep spindle count in all stages.
ALL	clock_h9_N1_density	Hour 9 - Spindle density (count/min) in N1 stage.
ALM	clock_h9_N2_density	Hour 9 - Spindle density (count/min) in N2 stage.
ALN	clock_h9_N3_density	Hour 9 - Spindle density (count/min) in N3 stage.
ALO	clock_h9_N2N3_density	Hour 9 - Spindle density (count/min) in N2 and N3 stage.
ALP	clock_h9_NREM_density	Hour 9 - Spindle density (count/min) in NREM stage (N1, N2, N3).
ALQ	clock_h9_R_density	Hour 9 - Spindle density (count/min) in REM stage.
ALR	clock_h9_density	Hour 9 - Spindle density (count/min) in all stages.
ALS	clock_h9_N1_spindle_sec	Hour 9 - Average spindle duration (s) in N1 stage.
ALT	clock_h9_N2_spindle_sec	Hour 9 - Average spindle duration (s) in N2 stage.
ALU	clock_h9_N3_spindle_sec	Hour 9 - Average spindle duration (s) in N3 stage.
ALV	clock_h9_N2N3_spindle_sec	Hour 9 - Average spindle duration (s) in N2 and N3 stage.
ALW	clock_h9_NREM_spindle_sec	Hour 9 - Average spindle duration (s) in NREM stage (N1, N2, N3).
ALX	clock_h9_R_spindle_sec	Hour 9 - Average spindle duration (s) in REM stage.
ALY	clock_h9_spindle_sec	Hour 9 - Average spindle duration (s) in all stages.
ALZ	clock_h9_N1_dom_freq_Hz	Hour 9 - Spindle dominant frequency (Hz) where spectral energy is maximum in N1 stage.
AMA	clock_h9_N2_dom_freq_Hz	Hour 9 - Spindle dominant frequency (Hz) where spectral energy is maximum in N2 stage.
AMB	clock_h9_N3_dom_freq_Hz	Hour 9 - Spindle dominant frequency (Hz) where spectral energy is maximum in N3 stage.
AMC	clock_h9_N2N3_dom_freq_Hz	Hour 9 - Spindle dominant frequency (Hz) where spectral energy is maximum in N2 and N3 stage.
AMD	clock_h9_NREM_dom_freq_Hz	Hour 9 - Spindle dominant frequency (Hz) where spectral energy is maximum in NREM stage (N1, N2, N3).
AME	clock_h9_R_dom_freq_Hz	Hour 9 - Spindle dominant frequency (Hz) where spectral energy is maximum in REM stage.
AMF	clock_h9_dom_freq_Hz	Hour 9 - Spindle dominant frequency (Hz) where spectral energy is maximum in all stages.
AMG	clock_h9_N1_avg_freq_Hz	Hour 9 - Spindle average frequency (Hz) counting peaks in N1 stage.
AMH	clock_h9_N2_avg_freq_Hz	Hour 9 - Spindle average frequency (Hz) counting peaks in N2 stage.
AMI	clock_h9_N3_avg_freq_Hz	Hour 9 - Spindle average frequency (Hz) counting peaks in N3 stage.
AMJ	clock_h9_N2N3_avg_freq_Hz	Hour 9 - Spindle average frequency (Hz) counting peaks in N2 and N3 stage.
AMK	clock_h9_NREM_avg_freq_Hz	Hour 9 - Spindle average frequency (Hz) counting peaks in NREM stage (N1, N2, N3).
AML	clock_h9_R_avg_freq_Hz	Hour 9 - Spindle average frequency (Hz) counting peaks in REM stage.
AMM	clock_h9_avg_freq_Hz	Hour 9 - Spindle average frequency (Hz) counting peaks in all stages.
AMN	clock_h9_N1_amp_pkpk_uV	Hour 9 - Average peak-to-peak amplitude (uV) in N1 stage.
AMO	clock_h9_N2_amp_pkpk_uV	Hour 9 - Average peak-to-peak amplitude (uV) in N2 stage.
AMP	clock_h9_N3_amp_pkpk_uV	Hour 9 - Average peak-to-peak amplitude (uV) in N3 stage.
AMQ	clock_h9_N2N3_amp_pkpk_uV	Hour 9 - Average peak-to-peak amplitude (uV) in N2 and N3 stage.
AMR	clock_h9_NREM_amp_pkpk_uV	Hour 9 - Average peak-to-peak amplitude (uV) in NREM stage (N1, N2, N3).
AMS	clock_h9_R_amp_pkpk_uV	Hour 9 - Average peak-to-peak amplitude (uV) in REM stage.
AMT	clock_h9_amp_pkpk_uV	Hour 9 - Average peak-to-peak amplitude (uV) in all stages
