A	filename	PSG filename
B	id1	subject identification
C	cyc_def_option	"Method used to split the sleep period in sleep cycles, it defines the criteria. I.e. : 'Minimum criteria'  'Aeschbach 1993'  'Feinberg 1979'"
D	cyc_def_include_soremp	Include a REM sleep periods (REMP) that occur within 15 minutes of sleep onset.
E	cyc_def_include_last_incomplete	Include the last sleep cycle even if the NREM period (NREMP) or REMP does not meet the minimum duration criteria.
F	cyc_def_rem_min	Minimum length without R stage to end the REMP.
G	cyc_def_first_nrem_min	Minimum length of the first NREMP in minutes.
H	cyc_def_mid_last_nrem_min	Minimum length of the middle and last NREMP in minutes.
I	cyc_def_last_nrem_valid_min	Minimum length of the NREMP in minutes to validate the last sleep cycle.
J	cyc_def_first_rem_min	Minimum length of the first REMP in minutes.
K	cyc_def_mid_rem_min	Minimum length of the middle REMP in minutes.
L	cyc_def_last_rem_min	Minimum length of the last REMP in minutes.
M	cyc_def_move_end_rem	"Move the end of the REMP to the start of the following NREMP, eliminating the temporal 'gap' between 2 cycles."
N	cyc_def_sleep_stages	"List of valid stages used to define the sleep cycles:  'N1, N2, N3, R' or 'N2, N3, R'"
O	stage_sel	Sleep stages selection to detect slow waves in.
P	detect_excl_remp	Flag to exclude rem period from the slow wave detection.
Q	sw_event_name	Slow wave event name (specific to the detection algorithm).
R	filt_low_Hz	Low frequency of the bandpass filter (Hz).
S	filt_high_Hz	High frequency of the bandpass filter (Hz).
T	min_amp_pkpk_uV	Minimum peak-to-peak amplitude (uV).
U	min_neg_amp_uV	Minimum negative amplitude (uV).
V	min_neg_ms	Minimum duration of negative part of the slow wave (ms).
W	max_neg_ms	Maximum duration of negative part of the slow wave (ms).
X	min_pos_ms	Minimum duration of positive part of the slow wave (ms).
Y	max_pos_ms	Maximum duration of positive part of the slow wave (ms).
Z	artefact_group_name	List of groups and names of the artifact excluded from the detection
AA	chan_label	The label of the channel.
AB	chan_fs	The sampling rate (Hz) of the channel.
AC	cyc_count	Number of sleep cycles.
AD	recording_min	Recording duration (min) from lights off to lights on.
AE	sleep_period_min	Total period for detection - Duration (min) of the sleep period.
AF	total_N1_valid_min	Valid (no artifact) period for detection - Valid duration (min) of the sleep period in N1 stage minus the REM periods if excluded.
AG	total_N2_valid_min	Valid (no artifact) period for detection - Valid duration (min) of the sleep period in N2 stage minus the REM periods if excluded.
AH	total_N3_valid_min	Valid (no artifact) period for detection - Valid duration (min) of the sleep period in N3 stage minus the REM periods if excluded.
AI	total_N2N3_valid_min	Valid (no artifact) period for detection - Valid duration (min) of the sleep period in N2 and N3 stage minus the REM periods if excluded.
AJ	total_NREM_valid_min	Valid (no artifact) period for detection - Valid duration (min) of the sleep period in NREM stage (N1, N2, N3) minus the REM periods if excluded.
AK	total_R_valid_min	Valid (no artifact) period for detection - Valid duration (min) of the sleep period in REM stage.
AL	total_valid_min	Valid (no artifact) period for detection - Valid duration (min) of the sleep stage selected minus thoses included in REM periods if remps are excluded.
AM	total_N1_sw_count	Total - SW count in N1 stage.
AN	total_N2_sw_count	Total - SW count in N2 stage.
AO	total_N3_sw_count	Total - SW count in N3 stage.
AP	total_N2N3_sw_count	Total - SW count in N2 and N3 stage.
AQ	total_NREM_sw_count	Total - SW count in NREM stage (N1, N2, N3).
AR	total_R_sw_count	Total - SW count in REM stage.
AS	total_sw_count	Total - SW count in all stages.
AT	total_N1_sw_sec	Total - Average slow wave duration (s) in N1 stage.
AU	total_N2_sw_sec	Total - Average slow wave duration (s) in N2 stage.
AV	total_N3_sw_sec	Total - Average slow wave duration (s) in N3 stage.
AW	total_N2N3_sw_sec	Total - Average slow wave duration (s) in N2 and N3 stage.
AX	total_NREM_sw_sec	Total - Average slow wave duration (s) in NREM stage (N1, N2, N3).
AY	total_R_sw_sec	Total - Average slow wave duration (s) in REM stage.
AZ	total_sw_sec	Total - Average slow wave duration (s)
BA	total_N1_pkpk_amp_uV	Total - Average slow wave peak-to-peak amplitude (uV) in N1 stage.
BB	total_N2_pkpk_amp_uV	Total - Average slow wave peak-to-peak amplitude (uV) in N2 stage.
BC	total_N3_pkpk_amp_uV	Total - Average slow wave peak-to-peak amplitude (uV) in N3 stage.
BD	total_N2N3_pkpk_amp_uV	Total - Average slow wave peak-to-peak amplitude (uV) in N2 and N3 stage.
BE	total_NREM_pkpk_amp_uV	Total - Average slow wave peak-to-peak amplitude (uV) in NREM stage (N1, N2, N3).
BF	total_R_pkpk_amp_uV	Total - Average slow wave peak-to-peak amplitude (uV) in REM stage.
BG	total_pkpk_amp_uV	Total - Average slow wave peak-to-peak amplitude (uV)
BH	total_N1_freq_Hz	Total - Slow wave frequency (Hz) (inverse of the duration) in N1 stage.
BI	total_N2_freq_Hz	Total - Slow wave frequency (Hz) (inverse of the duration) in N2 stage.
BJ	total_N3_freq_Hz	Total - Slow wave frequency (Hz) (inverse of the duration) in N3 stage.
BK	total_N2N3_freq_Hz	Total - Slow wave frequency (Hz) (inverse of the duration) in N2 and N3 stage.
BL	total_NREM_freq_Hz	Total - Slow wave frequency (Hz) (inverse of the duration) in NREM stage (N1, N2, N3).
BM	total_R_freq_Hz	Total - Slow wave frequency (Hz) (inverse of the duration) in REM stage.
BN	total_freq_Hz	Total - Slow wave frequency (Hz) (inverse of the duration).
BO	total_N1_neg_amp_uV	Total - Average slow wave negative peak amplitude (uV) in N1 stage.
BP	total_N2_neg_amp_uV	Total - Average slow wave negative peak amplitude (uV) in N2 stage.
BQ	total_N3_neg_amp_uV	Total - Average slow wave negative peak amplitude (uV) in N3 stage.
BR	total_N2N3_neg_amp_uV	Total - Average slow wave negative peak amplitude (uV) in N2 and N3 stage.
BS	total_NREM_neg_amp_uV	Total - Average slow wave negative peak amplitude (uV) in NREM stage (N1, N2, N3).
BT	total_R_neg_amp_uV	Total - Average slow wave negative peak amplitude (uV) in REM stage.
BU	total_neg_amp_uV	Total - Average slow wave negative peak amplitude (uV).
BV	total_N1_neg_sec	Total - Average slow wave negative duration (ms) in N1 stage.
BW	total_N2_neg_sec	Total - Average slow wave negative duration (ms) in N2 stage.
BX	total_N3_neg_sec	Total - Average slow wave negative duration (ms) in N3 stage.
BY	total_N2N3_neg_sec	Total - Average slow wave negative duration (ms) in N2 and N3 stage.
BZ	total_NREM_neg_sec	Total - Average slow wave negative duration (ms) in NREM stage (N1, N2, N3).
CA	total_R_neg_sec	Total - Average slow wave negative duration (ms) in REM stage.
CB	total_neg_sec	Total - Average slow wave negative duration (ms)
CC	total_N1_pos_sec	Total - Average slow wave positive duration (ms) in N1 stage.
CD	total_N2_pos_sec	Total - Average slow wave positive duration (ms) in N2 stage.
CE	total_N3_pos_sec	Total - Average slow wave positive duration (ms) in N3 stage.
CF	total_N2N3_pos_sec	Total - Average slow wave positive duration (ms) in N2 and N3 stage.
CG	total_NREM_pos_sec	Total - Average slow wave positive duration (ms) in NREM stage (N1, N2, N3).
CH	total_R_pos_sec	Total - Average slow wave positive duration (ms) in REM stage.
CI	total_pos_sec	Total -  Average slow wave positive duration (ms)
CJ	total_N1_slope_0_min	Total - Average slow wave slope (uV/s) from 0 crossing to the min of the negative component in N1 stage.
CK	total_N2_slope_0_min	Total - Average slow wave slope (uV/s) from 0 crossing to the min of the negative component in N2 stage.
CL	total_N3_slope_0_min	Total - Average slow wave slope (uV/s) from 0 crossing to the min of the negative component in N3 stage.
CM	total_N2N3_slope_0_min	Total - Average slow wave slope (uV/s) from 0 crossing to the min of the negative component in N2 and N3 stage.
CN	total_NREM_slope_0_min	Total - Average slow wave slope (uV/s) from 0 crossing to the min of the negative component in NREM stage (N1, N2, N3).
CO	total_R_slope_0_min	Total - Average slow wave slope (uV/s) from 0 crossing to the min of the negative component in REM stage.
CP	total_slope_0_min	Total -  Average slow wave slope (uV/s) from 0 crossing to the min of the negative component.
CQ	total_N1_slope_min_max	Total - Average slow wave slope (uV/s) from min to the max in N1 stage.
CR	total_N2_slope_min_max	Total - Average slow wave slope (uV/s) from min to the max in N2 stage.
CS	total_N3_slope_min_max	Total - Average slow wave slope (uV/s) from min to the max in N3 stage.
CT	total_N2N3_slope_min_max	Total - Average slow wave slope (uV/s) from min to the max in N2 and N3 stage.
CU	total_NREM_slope_min_max	Total - Average slow wave slope (uV/s) from min to the max in NREM stage (N1, N2, N3).
CV	total_R_slope_min_max	Total - Average slow wave slope (uV/s) from min to the max in REM stage.
CW	total_slope_min_max	Total -  Average slow wave slope (uV/s) from min to the max.
CX	total_N1_slope_max_0	Total - Average slow wave slope (uV/s) from max of positive to the 0 crossing in N1 stage.
CY	total_N2_slope_max_0	Total - Average slow wave slope (uV/s) from max of positive to the 0 crossing in N2 stage.
CZ	total_N3_slope_max_0	Total - Average slow wave slope (uV/s) from max of positive to the 0 crossing in N3 stage.
DA	total_N2N3_slope_max_0	Total - Average slow wave slope (uV/s) from max of positive to the 0 crossing in N2 and N3 stage.
DB	total_NREM_slope_max_0	Total - Average slow wave slope (uV/s) from max of positive to the 0 crossing in NREM stage (N1, N2, N3).
DC	total_R_slope_max_0	Total - Average slow wave slope (uV/s) from max of positive to the 0 crossing in REM stage.
DD	total_slope_max_0	Total -  Average slow wave slope (uV/s) from max of positive to the 0 crossing.
DE	total_N1_trans_freq_Hz	Total -  Average slow wave transition frequency (Hz) in N1 stage.
DF	total_N2_trans_freq_Hz	Total -  Average slow wave transition frequency (Hz) in N2 stage.
DG	total_N3_trans_freq_Hz	Total -  Average slow wave transition frequency (Hz) in N3 stage.
DH	total_N2N3_trans_freq_Hz	Total -  Average slow wave transition frequency (Hz) in N2 and N3 stage.
DI	total_NREM_trans_freq_Hz	Total -  Average slow wave transition frequency (Hz) in NREM stage (N1, N2, N3).
DJ	total_R_trans_freq_Hz	Total -  Average slow wave transition frequency (Hz) in REM stage.
DK	total_trans_freq_Hz	Total -   Average slow wave transition frequency (Hz)
DL	cyc1_valid_min	Cycle 1 - Valid (no artifact) duration (min) available for detection minus the REM periods if excluded.
DM	cyc1_N1_valid_min	Cycle 1 - Valid (no artifact) duration (min) in N1 stage available for detection minus the REM periods if excluded.
DN	cyc1_N2_valid_min	Cycle 1 - Valid (no artifact) duration (min) in N2 stage available for detection minus the REM periods if excluded.
DO	cyc1_N3_valid_min	Cycle 1 - Valid (no artifact) duration (min) in N3 stage available for detection minus the REM periods if excluded.
DP	cyc1_N2N3_valid_min	Cycle 1 - Valid (no artifact) duration (min) in N2 and N3 stage available for detection minus the REM periods if excluded.
DQ	cyc1_NREM_valid_min	Cycle 1 - Valid (no artifact) duration (min) in NREM stage (N1, N2, N3) available for detection minus the REM periods if excluded.
DR	cyc1_R_valid_min	Cycle 1 - Valid (no artifact) duration (min) in REM stage available for detection.
DS	cyc1_min	Cycle 1 duration (min) minus the REM periods if excluded.
DT	cyc1_N1_sw_count	Cycle 1 - Slow wave count in N1 stage.
DU	cyc1_N2_sw_count	Cycle 1 - Slow wave count in N2 stage.
DV	cyc1_N3_sw_count	Cycle 1 - Slow wave count in N3 stage.
DW	cyc1_N2N3_sw_count	Cycle 1 - Slow wave count in N2 and N3 stage.
DX	cyc1_NREM_sw_count	Cycle 1 - Slow wave count in NREM stage (N1, N2, N3).
DY	cyc1_R_sw_count	Cycle 1 - Slow wave count in REM stage.
DZ	cyc1_sw_count	Cycle 1 - Slow wave count in all stages.
EA	cyc1_N1_sw_sec	Cycle 1 - Average slow wave duration (s) in N1 stage.
EB	cyc1_N2_sw_sec	Cycle 1 - Average slow wave duration (s) in N2 stage.
EC	cyc1_N3_sw_sec	Cycle 1 - Average slow wave duration (s) in N3 stage.
ED	cyc1_N2N3_sw_sec	Cycle 1 - Average slow wave duration (s) in N2 and N3 stage.
EE	cyc1_NREM_sw_sec	Cycle 1 - Average slow wave duration (s) in NREM stage (N1, N2, N3).
EF	cyc1_R_sw_sec	Cycle 1 - Average slow wave duration (s) in REM stage.
EG	cyc1_sw_sec	Cycle 1 - Average slow wave duration (s)
EH	cyc1_N1_pkpk_amp_uV	Cycle 1 - Average slow wave peak-to-peak amplitude (uV) in N1 stage.
EI	cyc1_N2_pkpk_amp_uV	Cycle 1 - Average slow wave peak-to-peak amplitude (uV) in N2 stage.
EJ	cyc1_N3_pkpk_amp_uV	Cycle 1 - Average slow wave peak-to-peak amplitude (uV) in N3 stage.
EK	cyc1_N2N3_pkpk_amp_uV	Cycle 1 - Average slow wave peak-to-peak amplitude (uV) in N2 and N3 stage.
EL	cyc1_NREM_pkpk_amp_uV	Cycle 1 - Average slow wave peak-to-peak amplitude (uV) in NREM stage (N1, N2, N3).
EM	cyc1_R_pkpk_amp_uV	Cycle 1 - Average slow wave peak-to-peak amplitude (uV) in REM stage.
EN	cyc1_pkpk_amp_uV	Cycle 1 - Average slow wave peak-to-peak amplitude (uV)
EO	cyc1_N1_freq_Hz	Cycle 1 - Slow wave frequency (Hz) (inverse of the duration) in N1 stage.
EP	cyc1_N2_freq_Hz	Cycle 1 - Slow wave frequency (Hz) (inverse of the duration) in N2 stage.
EQ	cyc1_N3_freq_Hz	Cycle 1 - Slow wave frequency (Hz) (inverse of the duration) in N3 stage.
ER	cyc1_N2N3_freq_Hz	Cycle 1 - Slow wave frequency (Hz) (inverse of the duration) in N2 and N3 stage.
ES	cyc1_NREM_freq_Hz	Cycle 1 - Slow wave frequency (Hz) (inverse of the duration) in NREM stage (N1, N2, N3).
ET	cyc1_R_freq_Hz	Cycle 1 - Slow wave frequency (Hz) (inverse of the duration) in REM stage.
EU	cyc1_freq_Hz	Cycle 1 - Slow wave frequency (Hz) (inverse of the duration).
EV	cyc1_N1_neg_amp_uV	Cycle 1 - Average slow wave negative peak amplitude (uV) in N1 stage.
EW	cyc1_N2_neg_amp_uV	Cycle 1 - Average slow wave negative peak amplitude (uV) in N2 stage.
EX	cyc1_N3_neg_amp_uV	Cycle 1 - Average slow wave negative peak amplitude (uV) in N3 stage.
EY	cyc1_N2N3_neg_amp_uV	Cycle 1 - Average slow wave negative peak amplitude (uV) in N2 and N3 stage.
EZ	cyc1_NREM_neg_amp_uV	Cycle 1 - Average slow wave negative peak amplitude (uV) in NREM stage (N1, N2, N3).
FA	cyc1_R_neg_amp_uV	Cycle 1 - Average slow wave negative peak amplitude (uV) in REM stage.
FB	cyc1_neg_amp_uV	Cycle 1 - Average slow wave negative peak amplitude (uV).
FC	cyc1_N1_neg_sec	Cycle 1 - Average slow wave negative duration (ms) in N1 stage.
FD	cyc1_N2_neg_sec	Cycle 1 - Average slow wave negative duration (ms) in N2 stage.
FE	cyc1_N3_neg_sec	Cycle 1 - Average slow wave negative duration (ms) in N3 stage.
FF	cyc1_N2N3_neg_sec	Cycle 1 - Average slow wave negative duration (ms) in N2 and N3 stage.
FG	cyc1_NREM_neg_sec	Cycle 1 - Average slow wave negative duration (ms) in NREM stage (N1, N2, N3).
FH	cyc1_R_neg_sec	Cycle 1 - Average slow wave negative duration (ms) in REM stage.
FI	cyc1_neg_sec	Cycle 1 - Average slow wave negative duration (ms)
FJ	cyc1_N1_pos_sec	Cycle 1 - Average slow wave positive duration (ms) in N1 stage.
FK	cyc1_N2_pos_sec	Cycle 1 - Average slow wave positive duration (ms) in N2 stage.
FL	cyc1_N3_pos_sec	Cycle 1 - Average slow wave positive duration (ms) in N3 stage.
FM	cyc1_N2N3_pos_sec	Cycle 1 - Average slow wave positive duration (ms) in N2 and N3 stage.
FN	cyc1_NREM_pos_sec	Cycle 1 - Average slow wave positive duration (ms) in NREM stage (N1, N2, N3).
FO	cyc1_R_pos_sec	Cycle 1 - Average slow wave positive duration (ms) in REM stage.
FP	cyc1_pos_sec	Cycle 1 -  Average slow wave positive duration (ms)
FQ	cyc1_N1_slope_0_min	Cycle 1 - Average slow wave slope (uV/s) from 0 crossing to the min of the negative component in N1 stage.
FR	cyc1_N2_slope_0_min	Cycle 1 - Average slow wave slope (uV/s) from 0 crossing to the min of the negative component in N2 stage.
FS	cyc1_N3_slope_0_min	Cycle 1 - Average slow wave slope (uV/s) from 0 crossing to the min of the negative component in N3 stage.
FT	cyc1_N2N3_slope_0_min	Cycle 1 - Average slow wave slope (uV/s) from 0 crossing to the min of the negative component in N2 and N3 stage.
FU	cyc1_NREM_slope_0_min	Cycle 1 - Average slow wave slope (uV/s) from 0 crossing to the min of the negative component in NREM stage (N1, N2, N3).
FV	cyc1_R_slope_0_min	Cycle 1 - Average slow wave slope (uV/s) from 0 crossing to the min of the negative component in REM stage.
FW	cyc1_slope_0_min	Cycle 1 -  Average slow wave slope (uV/s) from 0 crossing to the min of the negative component.
FX	cyc1_N1_slope_min_max	Cycle 1 - Average slow wave slope (uV/s) from min to the max in N1 stage.
FY	cyc1_N2_slope_min_max	Cycle 1 - Average slow wave slope (uV/s) from min to the max in N2 stage.
FZ	cyc1_N3_slope_min_max	Cycle 1 - Average slow wave slope (uV/s) from min to the max in N3 stage.
GA	cyc1_N2N3_slope_min_max	Cycle 1 - Average slow wave slope (uV/s) from min to the max in N2 and N3 stage.
GB	cyc1_NREM_slope_min_max	Cycle 1 - Average slow wave slope (uV/s) from min to the max in NREM stage (N1, N2, N3).
GC	cyc1_R_slope_min_max	Cycle 1 - Average slow wave slope (uV/s) from min to the max in REM stage.
GD	cyc1_slope_min_max	Cycle 1 -  Average slow wave slope (uV/s) from min to the max.
GE	cyc1_N1_slope_max_0	Cycle 1 - Average slow wave slope (uV/s) from max of positive to the 0 crossing in N1 stage.
GF	cyc1_N2_slope_max_0	Cycle 1 - Average slow wave slope (uV/s) from max of positive to the 0 crossing in N2 stage.
GG	cyc1_N3_slope_max_0	Cycle 1 - Average slow wave slope (uV/s) from max of positive to the 0 crossing in N3 stage.
GH	cyc1_N2N3_slope_max_0	Cycle 1 - Average slow wave slope (uV/s) from max of positive to the 0 crossing in N2 and N3 stage.
GI	cyc1_NREM_slope_max_0	Cycle 1 - Average slow wave slope (uV/s) from max of positive to the 0 crossing in NREM stage (N1, N2, N3).
GJ	cyc1_R_slope_max_0	Cycle 1 - Average slow wave slope (uV/s) from max of positive to the 0 crossing in REM stage.
GK	cyc1_slope_max_0	Cycle 1 -  Average slow wave slope (uV/s) from max of positive to the 0 crossing.
GL	cyc1_N1_trans_freq_Hz	Cycle 1 -  Average slow wave transition frequency (Hz) in N1 stage.
GM	cyc1_N2_trans_freq_Hz	Cycle 1 -  Average slow wave transition frequency (Hz) in N2 stage.
GN	cyc1_N3_trans_freq_Hz	Cycle 1 -  Average slow wave transition frequency (Hz) in N3 stage.
GO	cyc1_N2N3_trans_freq_Hz	Cycle 1 -  Average slow wave transition frequency (Hz) in N2 and N3 stage.
GP	cyc1_NREM_trans_freq_Hz	Cycle 1 -  Average slow wave transition frequency (Hz) in NREM stage (N1, N2, N3).
GQ	cyc1_R_trans_freq_Hz	Cycle 1 -  Average slow wave transition frequency (Hz) in REM stage.
GR	cyc1_trans_freq_Hz	Cycle 1 -   Average slow wave transition frequency (Hz)
GS	cyc2_valid_min	Cycle 2 - Valid (no artifact) duration (min) available for detection minus the REM periods if excluded.
GT	cyc2_N1_valid_min	Cycle 2 - Valid (no artifact) duration (min) in N1 stage available for detection minus the REM periods if excluded.
GU	cyc2_N2_valid_min	Cycle 2 - Valid (no artifact) duration (min) in N2 stage available for detection minus the REM periods if excluded.
GV	cyc2_N3_valid_min	Cycle 2 - Valid (no artifact) duration (min) in N3 stage available for detection minus the REM periods if excluded.
GW	cyc2_N2N3_valid_min	Cycle 2 - Valid (no artifact) duration (min) in N2 and N3 stage available for detection minus the REM periods if excluded.
GX	cyc2_NREM_valid_min	Cycle 2 - Valid (no artifact) duration (min) in NREM stage (N1, N2, N3) available for detection minus the REM periods if excluded.
GY	cyc2_R_valid_min	Cycle 2 - Valid (no artifact) duration (min) in REM stage available for detection.
GZ	cyc2_min	Cycle 2 duration (min) minus the REM periods if excluded.
HA	cyc2_N1_sw_count	Cycle 2 - Slow wave count in N1 stage.
HB	cyc2_N2_sw_count	Cycle 2 - Slow wave count in N2 stage.
HC	cyc2_N3_sw_count	Cycle 2 - Slow wave count in N3 stage.
HD	cyc2_N2N3_sw_count	Cycle 2 - Slow wave count in N2 and N3 stage.
HE	cyc2_NREM_sw_count	Cycle 2 - Slow wave count in NREM stage (N1, N2, N3).
HF	cyc2_R_sw_count	Cycle 2 - Slow wave count in REM stage.
HG	cyc2_sw_count	Cycle 2 - Slow wave count in all stages.
HH	cyc2_N1_sw_sec	Cycle 2 - Average slow wave duration (s) in N1 stage.
HI	cyc2_N2_sw_sec	Cycle 2 - Average slow wave duration (s) in N2 stage.
HJ	cyc2_N3_sw_sec	Cycle 2 - Average slow wave duration (s) in N3 stage.
HK	cyc2_N2N3_sw_sec	Cycle 2 - Average slow wave duration (s) in N2 and N3 stage.
HL	cyc2_NREM_sw_sec	Cycle 2 - Average slow wave duration (s) in NREM stage (N1, N2, N3).
HM	cyc2_R_sw_sec	Cycle 2 - Average slow wave duration (s) in REM stage.
HN	cyc2_sw_sec	Cycle 2 - Average slow wave duration (s)
HO	cyc2_N1_pkpk_amp_uV	Cycle 2 - Average slow wave peak-to-peak amplitude (uV) in N1 stage.
HP	cyc2_N2_pkpk_amp_uV	Cycle 2 - Average slow wave peak-to-peak amplitude (uV) in N2 stage.
HQ	cyc2_N3_pkpk_amp_uV	Cycle 2 - Average slow wave peak-to-peak amplitude (uV) in N3 stage.
HR	cyc2_N2N3_pkpk_amp_uV	Cycle 2 - Average slow wave peak-to-peak amplitude (uV) in N2 and N3 stage.
HS	cyc2_NREM_pkpk_amp_uV	Cycle 2 - Average slow wave peak-to-peak amplitude (uV) in NREM stage (N1, N2, N3).
HT	cyc2_R_pkpk_amp_uV	Cycle 2 - Average slow wave peak-to-peak amplitude (uV) in REM stage.
HU	cyc2_pkpk_amp_uV	Cycle 2 - Average slow wave peak-to-peak amplitude (uV)
HV	cyc2_N1_freq_Hz	Cycle 2 - Slow wave frequency (Hz) (inverse of the duration) in N1 stage.
HW	cyc2_N2_freq_Hz	Cycle 2 - Slow wave frequency (Hz) (inverse of the duration) in N2 stage.
HX	cyc2_N3_freq_Hz	Cycle 2 - Slow wave frequency (Hz) (inverse of the duration) in N3 stage.
HY	cyc2_N2N3_freq_Hz	Cycle 2 - Slow wave frequency (Hz) (inverse of the duration) in N2 and N3 stage.
HZ	cyc2_NREM_freq_Hz	Cycle 2 - Slow wave frequency (Hz) (inverse of the duration) in NREM stage (N1, N2, N3).
IA	cyc2_R_freq_Hz	Cycle 2 - Slow wave frequency (Hz) (inverse of the duration) in REM stage.
IB	cyc2_freq_Hz	Cycle 2 - Slow wave frequency (Hz) (inverse of the duration).
IC	cyc2_N1_neg_amp_uV	Cycle 2 - Average slow wave negative peak amplitude (uV) in N1 stage.
ID	cyc2_N2_neg_amp_uV	Cycle 2 - Average slow wave negative peak amplitude (uV) in N2 stage.
IE	cyc2_N3_neg_amp_uV	Cycle 2 - Average slow wave negative peak amplitude (uV) in N3 stage.
IF	cyc2_N2N3_neg_amp_uV	Cycle 2 - Average slow wave negative peak amplitude (uV) in N2 and N3 stage.
IG	cyc2_NREM_neg_amp_uV	Cycle 2 - Average slow wave negative peak amplitude (uV) in NREM stage (N1, N2, N3).
IH	cyc2_R_neg_amp_uV	Cycle 2 - Average slow wave negative peak amplitude (uV) in REM stage.
II	cyc2_neg_amp_uV	Cycle 2 - Average slow wave negative peak amplitude (uV).
IJ	cyc2_N1_neg_sec	Cycle 2 - Average slow wave negative duration (ms) in N1 stage.
IK	cyc2_N2_neg_sec	Cycle 2 - Average slow wave negative duration (ms) in N2 stage.
IL	cyc2_N3_neg_sec	Cycle 2 - Average slow wave negative duration (ms) in N3 stage.
IM	cyc2_N2N3_neg_sec	Cycle 2 - Average slow wave negative duration (ms) in N2 and N3 stage.
IN	cyc2_NREM_neg_sec	Cycle 2 - Average slow wave negative duration (ms) in NREM stage (N1, N2, N3).
IO	cyc2_R_neg_sec	Cycle 2 - Average slow wave negative duration (ms) in REM stage.
IP	cyc2_neg_sec	Cycle 2 - Average slow wave negative duration (ms)
IQ	cyc2_N1_pos_sec	Cycle 2 - Average slow wave positive duration (ms) in N1 stage.
IR	cyc2_N2_pos_sec	Cycle 2 - Average slow wave positive duration (ms) in N2 stage.
IS	cyc2_N3_pos_sec	Cycle 2 - Average slow wave positive duration (ms) in N3 stage.
IT	cyc2_N2N3_pos_sec	Cycle 2 - Average slow wave positive duration (ms) in N2 and N3 stage.
IU	cyc2_NREM_pos_sec	Cycle 2 - Average slow wave positive duration (ms) in NREM stage (N1, N2, N3).
IV	cyc2_R_pos_sec	Cycle 2 - Average slow wave positive duration (ms) in REM stage.
IW	cyc2_pos_sec	Cycle 2 -  Average slow wave positive duration (ms)
IX	cyc2_N1_slope_0_min	Cycle 2 - Average slow wave slope (uV/s) from 0 crossing to the min of the negative component in N1 stage.
IY	cyc2_N2_slope_0_min	Cycle 2 - Average slow wave slope (uV/s) from 0 crossing to the min of the negative component in N2 stage.
IZ	cyc2_N3_slope_0_min	Cycle 2 - Average slow wave slope (uV/s) from 0 crossing to the min of the negative component in N3 stage.
JA	cyc2_N2N3_slope_0_min	Cycle 2 - Average slow wave slope (uV/s) from 0 crossing to the min of the negative component in N2 and N3 stage.
JB	cyc2_NREM_slope_0_min	Cycle 2 - Average slow wave slope (uV/s) from 0 crossing to the min of the negative component in NREM stage (N1, N2, N3).
JC	cyc2_R_slope_0_min	Cycle 2 - Average slow wave slope (uV/s) from 0 crossing to the min of the negative component in REM stage.
JD	cyc2_slope_0_min	Cycle 2 -  Average slow wave slope (uV/s) from 0 crossing to the min of the negative component.
JE	cyc2_N1_slope_min_max	Cycle 2 - Average slow wave slope (uV/s) from min to the max in N1 stage.
JF	cyc2_N2_slope_min_max	Cycle 2 - Average slow wave slope (uV/s) from min to the max in N2 stage.
JG	cyc2_N3_slope_min_max	Cycle 2 - Average slow wave slope (uV/s) from min to the max in N3 stage.
JH	cyc2_N2N3_slope_min_max	Cycle 2 - Average slow wave slope (uV/s) from min to the max in N2 and N3 stage.
JI	cyc2_NREM_slope_min_max	Cycle 2 - Average slow wave slope (uV/s) from min to the max in NREM stage (N1, N2, N3).
JJ	cyc2_R_slope_min_max	Cycle 2 - Average slow wave slope (uV/s) from min to the max in REM stage.
JK	cyc2_slope_min_max	Cycle 2 -  Average slow wave slope (uV/s) from min to the max.
JL	cyc2_N1_slope_max_0	Cycle 2 - Average slow wave slope (uV/s) from max of positive to the 0 crossing in N1 stage.
JM	cyc2_N2_slope_max_0	Cycle 2 - Average slow wave slope (uV/s) from max of positive to the 0 crossing in N2 stage.
JN	cyc2_N3_slope_max_0	Cycle 2 - Average slow wave slope (uV/s) from max of positive to the 0 crossing in N3 stage.
JO	cyc2_N2N3_slope_max_0	Cycle 2 - Average slow wave slope (uV/s) from max of positive to the 0 crossing in N2 and N3 stage.
JP	cyc2_NREM_slope_max_0	Cycle 2 - Average slow wave slope (uV/s) from max of positive to the 0 crossing in NREM stage (N1, N2, N3).
JQ	cyc2_R_slope_max_0	Cycle 2 - Average slow wave slope (uV/s) from max of positive to the 0 crossing in REM stage.
JR	cyc2_slope_max_0	Cycle 2 -  Average slow wave slope (uV/s) from max of positive to the 0 crossing.
JS	cyc2_N1_trans_freq_Hz	Cycle 2 -  Average slow wave transition frequency (Hz) in N1 stage.
JT	cyc2_N2_trans_freq_Hz	Cycle 2 -  Average slow wave transition frequency (Hz) in N2 stage.
JU	cyc2_N3_trans_freq_Hz	Cycle 2 -  Average slow wave transition frequency (Hz) in N3 stage.
JV	cyc2_N2N3_trans_freq_Hz	Cycle 2 -  Average slow wave transition frequency (Hz) in N2 and N3 stage.
JW	cyc2_NREM_trans_freq_Hz	Cycle 2 -  Average slow wave transition frequency (Hz) in NREM stage (N1, N2, N3).
