A	filename	PSG filename
OO	cyc5_W_fft_win_valid_count	Cycle 5 - The number of valid fft windows in awake.
OP	cyc5_N1_fft_win_count	Cycle 5 - The number of valid fft windows in N1.
OQ	cyc5_N1_fft_win_valid_count	Cycle 5 - The number of valid fft windows in N1.
OR	cyc5_N2_fft_win_count	Cycle 5 - The number of valid fft windows in N2.
OS	cyc5_N2_fft_win_valid_count	Cycle 5 - The number of valid fft windows in N2.
OT	cyc5_N3_fft_win_count	Cycle 5 - The number of valid fft windows in N3.
OU	cyc5_N3_fft_win_valid_count	Cycle 5 - The number of valid fft windows in N3.
OV	cyc5_NREM_fft_win_count	Cycle 5 - The number of valid fft windows in NREM.
OW	cyc5_NREM_fft_win_valid_count	Cycle 5 - The number of valid fft windows in NREM.
OX	cyc5_R_fft_win_count	Cycle 5 - The number of valid fft windows in rem.
OY	cyc5_R_fft_win_valid_count	Cycle 5 - The number of valid fft windows in rem.
OZ	cyc5_Unscored_fft_win_count	Cycle 5 - The number of valid fft windows unscored.
PA	cyc5_Unscored_fft_win_valid_count	Cycle 5 - The number of valid fft windows unscored.
PB	cyc5_fft_win_count	Cycle 5 - The total number of valid fft windows.
PC	cyc5_fft_win_valid_count	Cycle 5 - The total number of valid fft windows.
PD	cyc6_length_min	Cycle 6 - Duration of the cycle 1 in minutes.
PE	cyc6_W_fft_win_count	Cycle 6 - The number of valid fft windows in awake.
PF	cyc6_W_fft_win_valid_count	Cycle 6 - The number of valid fft windows in awake.
PG	cyc6_N1_fft_win_count	Cycle 6 - The number of valid fft windows in N1.
PH	cyc6_N1_fft_win_valid_count	Cycle 6 - The number of valid fft windows in N1.
PI	cyc6_N2_fft_win_count	Cycle 6 - The number of valid fft windows in N2.
PJ	cyc6_N2_fft_win_valid_count	Cycle 6 - The number of valid fft windows in N2.
PK	cyc6_N3_fft_win_count	Cycle 6 - The number of valid fft windows in N3.
PL	cyc6_N3_fft_win_valid_count	Cycle 6 - The number of valid fft windows in N3.
PM	cyc6_NREM_fft_win_count	Cycle 6 - The number of valid fft windows in NREM.
PN	cyc6_NREM_fft_win_valid_count	Cycle 6 - The number of valid fft windows in NREM.
PO	cyc6_R_fft_win_count	Cycle 6 - The number of valid fft windows in rem.
PP	cyc6_R_fft_win_valid_count	Cycle 6 - The number of valid fft windows in rem.
PQ	cyc6_Unscored_fft_win_count	Cycle 6 - The number of valid fft windows unscored.
PR	cyc6_Unscored_fft_win_valid_count	Cycle 6 - The number of valid fft windows unscored.
PS	cyc6_fft_win_count	Cycle 6 - The total number of valid fft windows.
PT	cyc6_fft_win_valid_count	Cycle 6 - The total number of valid fft windows.
PU	cyc7_length_min	Cycle 7 - Duration of the cycle 1 in minutes.
PV	cyc7_W_fft_win_count	Cycle 7 - The number of valid fft windows in awake.
PW	cyc7_W_fft_win_valid_count	Cycle 7 - The number of valid fft windows in awake.
PX	cyc7_N1_fft_win_count	Cycle 7 - The number of valid fft windows in N1.
PY	cyc7_N1_fft_win_valid_count	Cycle 7 - The number of valid fft windows in N1.
PZ	cyc7_N2_fft_win_count	Cycle 7 - The number of valid fft windows in N2.
QA	cyc7_N2_fft_win_valid_count	Cycle 7 - The number of valid fft windows in N2.
QB	cyc7_N3_fft_win_count	Cycle 7 - The number of valid fft windows in N3.
QC	cyc7_N3_fft_win_valid_count	Cycle 7 - The number of valid fft windows in N3.
QD	cyc7_NREM_fft_win_count	Cycle 7 - The number of valid fft windows in NREM.
QE	cyc7_NREM_fft_win_valid_count	Cycle 7 - The number of valid fft windows in NREM.
QF	cyc7_R_fft_win_count	Cycle 7 - The number of valid fft windows in rem.
QG	cyc7_R_fft_win_valid_count	Cycle 7 - The number of valid fft windows in rem.
QH	cyc7_Unscored_fft_win_count	Cycle 7 - The number of valid fft windows unscored.
QI	cyc7_Unscored_fft_win_valid_count	Cycle 7 - The number of valid fft windows unscored.
QJ	cyc7_fft_win_count	Cycle 7 - The total number of valid fft windows.
QK	cyc7_fft_win_valid_count	Cycle 7 - The total number of valid fft windows.
QL	cyc8_length_min	Cycle 8 - Duration of the cycle 1 in minutes.
QM	cyc8_W_fft_win_count	Cycle 8 - The number of valid fft windows in awake.
QN	cyc8_W_fft_win_valid_count	Cycle 8 - The number of valid fft windows in awake.
QO	cyc8_N1_fft_win_count	Cycle 8 - The number of valid fft windows in N1.
QP	cyc8_N1_fft_win_valid_count	Cycle 8 - The number of valid fft windows in N1.
QQ	cyc8_N2_fft_win_count	Cycle 8 - The number of valid fft windows in N2.
QR	cyc8_N2_fft_win_valid_count	Cycle 8 - The number of valid fft windows in N2.
QS	cyc8_N3_fft_win_count	Cycle 8 - The number of valid fft windows in N3.
QT	cyc8_N3_fft_win_valid_count	Cycle 8 - The number of valid fft windows in N3.
QU	cyc8_NREM_fft_win_count	Cycle 8 - The number of valid fft windows in NREM.
QV	cyc8_NREM_fft_win_valid_count	Cycle 8 - The number of valid fft windows in NREM.
QW	cyc8_R_fft_win_count	Cycle 8 - The number of valid fft windows in rem.
QX	cyc8_R_fft_win_valid_count	Cycle 8 - The number of valid fft windows in rem.
QY	cyc8_Unscored_fft_win_count	Cycle 8 - The number of valid fft windows unscored.
QZ	cyc8_Unscored_fft_win_valid_count	Cycle 8 - The number of valid fft windows unscored.
RA	cyc8_fft_win_count	Cycle 8 - The total number of valid fft windows.
RB	cyc8_fft_win_valid_count	Cycle 8 - The total number of valid fft windows.
RC	cyc1_act	Cycle 1 - The spectral power (uV^2)
RD	cyc1_W_act	Cycle 1 - The spectral power (uV^2) in awake.
RE	cyc1_N1_act	Cycle 1 - The spectral power (uV^2) in N1.
RF	cyc1_N2_act	Cycle 1 - The spectral power (uV^2) in N2.
RG	cyc1_N3_act	Cycle 1 - The spectral power (uV^2) in N3.
RH	cyc1_NREM_act	Cycle 1 - The spectral power (uV^2) in NREM.
RI	cyc1_R_act	Cycle 1 - The spectral power (uV^2) in rem.
RJ	cyc1_Unscored_act	Cycle 1 - The spectral power (uV^2) unscored.
RK	cyc2_act	Cycle 2 - The spectral power (uV^2)
RL	cyc2_W_act	Cycle 2 - The spectral power (uV^2) in awake.
RM	cyc2_N1_act	Cycle 2 - The spectral power (uV^2) in N1.
RN	cyc2_N2_act	Cycle 2 - The spectral power (uV^2) in N2.
RO	cyc2_N3_act	Cycle 2 - The spectral power (uV^2) in N3.
RP	cyc2_NREM_act	Cycle 2 - The spectral power (uV^2) in NREM.
RQ	cyc2_R_act	Cycle 2 - The spectral power (uV^2) in rem.
RR	cyc2_Unscored_act	Cycle 2 - The spectral power (uV^2) unscored.
RS	cyc3_act	Cycle 3 - The spectral power (uV^2)
RT	cyc3_W_act	Cycle 3 - The spectral power (uV^2) in awake.
RU	cyc3_N1_act	Cycle 3 - The spectral power (uV^2) in N1.
RV	cyc3_N2_act	Cycle 3 - The spectral power (uV^2) in N2.
RW	cyc3_N3_act	Cycle 3 - The spectral power (uV^2) in N3.
RX	cyc3_NREM_act	Cycle 3 - The spectral power (uV^2) in NREM.
RY	cyc3_R_act	Cycle 3 - The spectral power (uV^2) in rem.
RZ	cyc3_Unscored_act	Cycle 3 - The spectral power (uV^2) unscored.
SA	cyc4_act	Cycle 4 - The spectral power (uV^2)
SB	cyc4_W_act	Cycle 4 - The spectral power (uV^2) in awake.
SC	cyc4_N1_act	Cycle 4 - The spectral power (uV^2) in N1.
SD	cyc4_N2_act	Cycle 4 - The spectral power (uV^2) in N2.
SE	cyc4_N3_act	Cycle 4 - The spectral power (uV^2) in N3.
SF	cyc4_NREM_act	Cycle 4 - The spectral power (uV^2) in NREM.
SG	cyc4_R_act	Cycle 4 - The spectral power (uV^2) in rem.
SH	cyc4_Unscored_act	Cycle 4 - The spectral power (uV^2) unscored.
SI	cyc5_act	Cycle 5 - The spectral power (uV^2)
SJ	cyc5_W_act	Cycle 5 - The spectral power (uV^2) in awake.
SK	cyc5_N1_act	Cycle 5 - The spectral power (uV^2) in N1.
SL	cyc5_N2_act	Cycle 5 - The spectral power (uV^2) in N2.
SM	cyc5_N3_act	Cycle 5 - The spectral power (uV^2) in N3.
SN	cyc5_NREM_act	Cycle 5 - The spectral power (uV^2) in NREM.
SO	cyc5_R_act	Cycle 5 - The spectral power (uV^2) in rem.
SP	cyc5_Unscored_act	Cycle 5 - The spectral power (uV^2) unscored.
SQ	cyc6_act	Cycle 6 - The spectral power (uV^2)
SR	cyc6_W_act	Cycle 6 - The spectral power (uV^2) in awake.
SS	cyc6_N1_act	Cycle 6 - The spectral power (uV^2) in N1.
ST	cyc6_N2_act	Cycle 6 - The spectral power (uV^2) in N2.
SU	cyc6_N3_act	Cycle 6 - The spectral power (uV^2) in N3.
SV	cyc6_NREM_act	Cycle 6 - The spectral power (uV^2) in NREM.
SW	cyc6_R_act	Cycle 6 - The spectral power (uV^2) in rem.
SX	cyc6_Unscored_act	Cycle 6 - The spectral power (uV^2) unscored.
SY	cyc7_act	Cycle 7 - The spectral power (uV^2)
SZ	cyc7_W_act	Cycle 7 - The spectral power (uV^2) in awake.
TA	cyc7_N1_act	Cycle 7 - The spectral power (uV^2) in N1.
TB	cyc7_N2_act	Cycle 7 - The spectral power (uV^2) in N2.
TC	cyc7_N3_act	Cycle 7 - The spectral power (uV^2) in N3.
TD	cyc7_NREM_act	Cycle 7 - The spectral power (uV^2) in NREM.
TE	cyc7_R_act	Cycle 7 - The spectral power (uV^2) in rem.
TF	cyc7_Unscored_act	Cycle 7 - The spectral power (uV^2) unscored.
TG	cyc8_act	Cycle 8 - The spectral power (uV^2)
TH	cyc8_W_act	Cycle 8 - The spectral power (uV^2) in awake.
TI	cyc8_N1_act	Cycle 8 - The spectral power (uV^2) in N1.
TJ	cyc8_N2_act	Cycle 8 - The spectral power (uV^2) in N2.
TK	cyc8_N3_act	Cycle 8 - The spectral power (uV^2) in N3.
TL	cyc8_NREM_act	Cycle 8 - The spectral power (uV^2) in NREM.
TM	cyc8_R_act	Cycle 8 - The spectral power (uV^2) in rem.
TN	cyc8_Unscored_act	Cycle 8 - The spectral power (uV^2) unscored.
