A	filename	PSG filename
EX	clock_h6_Unscored_fft_win_count	Real Clock Hour 6 - The number of FFT windows unscored during the first real clock hour.
EY	clock_h6_Unscored_fft_win_valid_count	Real Clock Hour 6 - The number of valid FFT windows unscored during the first real clock hour.
EZ	clock_h6_fft_win_count	Real Clock Hour 6 - The total number of FFT windows during the first real clock hour.
FA	clock_h6_fft_win_valid_count	Real Clock Hour 6 - The total number of valid FFT windows during the first real clock hour.
FB	clock_h7_W_fft_win_count	Real Clock Hour 7 - The number of FFT windows in Wake during the first real clock hour.
FC	clock_h7_W_fft_win_valid_count	Real Clock Hour 7 - The number of valid FFT windows in Wake during the first real clock hour.
FD	clock_h7_N1_fft_win_count	Real Clock Hour 7 - The number of FFT windows in N1 during the first real clock hour.
FE	clock_h7_N1_fft_win_valid_count	Real Clock Hour 7 - The number of valid FFT windows in N1 during the first real clock hour.
FF	clock_h7_N2_fft_win_count	Real Clock Hour 7 - The number of FFT windows in N2 during the first real clock hour.
FG	clock_h7_N2_fft_win_valid_count	Real Clock Hour 7 - The number of valid FFT windows in N2 during the first real clock hour.
FH	clock_h7_N3_fft_win_count	Real Clock Hour 7 - The number of FFT windows in N3 during the first real clock hour.
FI	clock_h7_N3_fft_win_valid_count	Real Clock Hour 7 - The number of valid FFT windows in N3 during the first real clock hour.
FJ	clock_h7_N2N3_fft_win_count	Real Clock Hour 7 - The number of FFT windows in N2 and N3 during the first real clock hour.
FK	clock_h7_N2N3_fft_win_valid_count	Real Clock Hour 7 - The number of valid FFT windows in N2 and N3 during the first real clock hour.
FL	clock_h7_NREM_fft_win_count	Real Clock Hour 7 - The number of FFT windows in NREM (N1, N2 and N3) during the first real clock hour.
FM	clock_h7_NREM_fft_win_valid_count	Real Clock Hour 7 - The number of valid FFT windows in NREM (N1, N2 and N3) during the first real clock hour.
FN	clock_h7_R_fft_win_count	Real Clock Hour 7 - The number of FFT windows in REM during the first real clock hour.
FO	clock_h7_R_fft_win_valid_count	Real Clock Hour 7 - The number of valid FFT windows in REM during the first real clock hour.
FP	clock_h7_Unscored_fft_win_count	Real Clock Hour 7 - The number of FFT windows unscored during the first real clock hour.
FQ	clock_h7_Unscored_fft_win_valid_count	Real Clock Hour 7 - The number of valid FFT windows unscored during the first real clock hour.
FR	clock_h7_fft_win_count	Real Clock Hour 7 - The total number of FFT windows during the first real clock hour.
FS	clock_h7_fft_win_valid_count	Real Clock Hour 7 - The total number of valid FFT windows during the first real clock hour.
FT	clock_h8_W_fft_win_count	Real Clock Hour 8 - The number of FFT windows in Wake during the first real clock hour.
FU	clock_h8_W_fft_win_valid_count	Real Clock Hour 8 - The number of valid FFT windows in Wake during the first real clock hour.
FV	clock_h8_N1_fft_win_count	Real Clock Hour 8 - The number of FFT windows in N1 during the first real clock hour.
FW	clock_h8_N1_fft_win_valid_count	Real Clock Hour 8 - The number of valid FFT windows in N1 during the first real clock hour.
FX	clock_h8_N2_fft_win_count	Real Clock Hour 8 - The number of FFT windows in N2 during the first real clock hour.
FY	clock_h8_N2_fft_win_valid_count	Real Clock Hour 8 - The number of valid FFT windows in N2 during the first real clock hour.
FZ	clock_h8_N3_fft_win_count	Real Clock Hour 8 - The number of FFT windows in N3 during the first real clock hour.
GA	clock_h8_N3_fft_win_valid_count	Real Clock Hour 8 - The number of valid FFT windows in N3 during the first real clock hour.
GB	clock_h8_N2N3_fft_win_count	Real Clock Hour 8 - The number of FFT windows in N2 and N3 during the first real clock hour.
GC	clock_h8_N2N3_fft_win_valid_count	Real Clock Hour 8 - The number of valid FFT windows in N2 and N3 during the first real clock hour.
GD	clock_h8_NREM_fft_win_count	Real Clock Hour 8 - The number of FFT windows in NREM (N1, N2 and N3) during the first real clock hour.
GE	clock_h8_NREM_fft_win_valid_count	Real Clock Hour 8 - The number of valid FFT windows in NREM (N1, N2 and N3) during the first real clock hour.
GF	clock_h8_R_fft_win_count	Real Clock Hour 8 - The number of FFT windows in REM during the first real clock hour.
GG	clock_h8_R_fft_win_valid_count	Real Clock Hour 8 - The number of valid FFT windows in REM during the first real clock hour.
GH	clock_h8_Unscored_fft_win_count	Real Clock Hour 8 - The number of FFT windows unscored during the first real clock hour.
GI	clock_h8_Unscored_fft_win_valid_count	Real Clock Hour 8 - The number of valid FFT windows unscored during the first real clock hour.
GJ	clock_h8_fft_win_count	Real Clock Hour 8 - The total number of FFT windows during the first real clock hour.
GK	clock_h8_fft_win_valid_count	Real Clock Hour 8 - The total number of valid FFT windows during the first real clock hour.
GL	clock_h9_W_fft_win_count	Real Clock Hour 9 - The number of FFT windows in Wake during the first real clock hour.
GM	clock_h9_W_fft_win_valid_count	Real Clock Hour 9 - The number of valid FFT windows in Wake during the first real clock hour.
GN	clock_h9_N1_fft_win_count	Real Clock Hour 9 - The number of FFT windows in N1 during the first real clock hour.
GO	clock_h9_N1_fft_win_valid_count	Real Clock Hour 9 - The number of valid FFT windows in N1 during the first real clock hour.
GP	clock_h9_N2_fft_win_count	Real Clock Hour 9 - The number of FFT windows in N2 during the first real clock hour.
GQ	clock_h9_N2_fft_win_valid_count	Real Clock Hour 9 - The number of valid FFT windows in N2 during the first real clock hour.
GR	clock_h9_N3_fft_win_count	Real Clock Hour 9 - The number of FFT windows in N3 during the first real clock hour.
GS	clock_h9_N3_fft_win_valid_count	Real Clock Hour 9 - The number of valid FFT windows in N3 during the first real clock hour.
GT	clock_h9_N2N3_fft_win_count	Real Clock Hour 9 - The number of FFT windows in N2 and N3 during the first real clock hour.
GU	clock_h9_N2N3_fft_win_valid_count	Real Clock Hour 9 - The number of valid FFT windows in N2 and N3 during the first real clock hour.
GV	clock_h9_NREM_fft_win_count	Real Clock Hour 9 - The number of FFT windows in NREM (N1, N2 and N3) during the first real clock hour.
GW	clock_h9_NREM_fft_win_valid_count	Real Clock Hour 9 - The number of valid FFT windows in NREM (N1, N2 and N3) during the first real clock hour.
GX	clock_h9_R_fft_win_count	Real Clock Hour 9 - The number of FFT windows in REM during the first real clock hour.
GY	clock_h9_R_fft_win_valid_count	Real Clock Hour 9 - The number of valid FFT windows in REM during the first real clock hour.
GZ	clock_h9_Unscored_fft_win_count	Real Clock Hour 9 - The number of FFT windows unscored during the first real clock hour.
HA	clock_h9_Unscored_fft_win_valid_count	Real Clock Hour 9 - The number of valid FFT windows unscored during the first real clock hour.
HB	clock_h9_fft_win_count	Real Clock Hour 9 - The total number of FFT windows during the first real clock hour.
HC	clock_h9_fft_win_valid_count	Real Clock Hour 9 - The total number of valid FFT windows during the first real clock hour.
HD	clock_h1_act	Hour 1 - The spectral power (uV^2)
HE	clock_h1_W_act	Hour 1 - The spectral power (uV^2) in awake.
HF	clock_h1_N1_act	Hour 1 - The spectral power (uV^2) in N1.
HG	clock_h1_N2_act	Hour 1 - The spectral power (uV^2) in N2.
HH	clock_h1_N3_act	Hour 1 - The spectral power (uV^2) in N3.
HI	clock_h1_N2N3_act	Hour 1 - The spectral power (uV^2) in N2 and N3.
HJ	clock_h1_NREM_act	Hour 1 - The spectral power (uV^2) in NREM.
HK	clock_h1_R_act	Hour 1 - The spectral power (uV^2) in rem.
HL	clock_h1_Unscored_act	Hour 1 - The spectral power (uV^2) unscored.
HM	clock_h2_act	Hour 2 - The spectral power (uV^2)
HN	clock_h2_W_act	Hour 2 - The spectral power (uV^2) in awake.
HO	clock_h2_N1_act	Hour 2 - The spectral power (uV^2) in N1.
HP	clock_h2_N2_act	Hour 2 - The spectral power (uV^2) in N2.
HQ	clock_h2_N3_act	Hour 2 - The spectral power (uV^2) in N3.
HR	clock_h2_N2N3_act	Hour 2 - The spectral power (uV^2) in N2 and N3.
HS	clock_h2_NREM_act	Hour 2 - The spectral power (uV^2) in NREM.
HT	clock_h2_R_act	Hour 2 - The spectral power (uV^2) in rem.
HU	clock_h2_Unscored_act	Hour 2 - The spectral power (uV^2) unscored.
HV	clock_h3_act	Hour 3 - The spectral power (uV^2)
HW	clock_h3_W_act	Hour 3 - The spectral power (uV^2) in awake.
HX	clock_h3_N1_act	Hour 3 - The spectral power (uV^2) in N1.
HY	clock_h3_N2_act	Hour 3 - The spectral power (uV^2) in N2.
HZ	clock_h3_N3_act	Hour 3 - The spectral power (uV^2) in N3.
IA	clock_h3_N2N3_act	Hour 3 - The spectral power (uV^2) in N2 and N3.
IB	clock_h3_NREM_act	Hour 3 - The spectral power (uV^2) in NREM.
IC	clock_h3_R_act	Hour 3 - The spectral power (uV^2) in rem.
ID	clock_h3_Unscored_act	Hour 3 - The spectral power (uV^2) unscored.
IE	clock_h4_act	Hour 4 - The spectral power (uV^2)
IF	clock_h4_W_act	Hour 4 - The spectral power (uV^2) in awake.
IG	clock_h4_N1_act	Hour 4 - The spectral power (uV^2) in N1.
IH	clock_h4_N2_act	Hour 4 - The spectral power (uV^2) in N2.
II	clock_h4_N3_act	Hour 4 - The spectral power (uV^2) in N3.
IJ	clock_h4_N2N3_act	Hour 4 - The spectral power (uV^2) in N2 and N3.
IK	clock_h4_NREM_act	Hour 4 - The spectral power (uV^2) in NREM.
IL	clock_h4_R_act	Hour 4 - The spectral power (uV^2) in rem.
IM	clock_h4_Unscored_act	Hour 4 - The spectral power (uV^2) unscored.
IN	clock_h5_act	Hour 5 - The spectral power (uV^2)
IO	clock_h5_W_act	Hour 5 - The spectral power (uV^2) in awake.
IP	clock_h5_N1_act	Hour 5 - The spectral power (uV^2) in N1.
IQ	clock_h5_N2_act	Hour 5 - The spectral power (uV^2) in N2.
IR	clock_h5_N3_act	Hour 5 - The spectral power (uV^2) in N3.
IS	clock_h5_N2N3_act	Hour 5 - The spectral power (uV^2) in N2 and N3.
IT	clock_h5_NREM_act	Hour 5 - The spectral power (uV^2) in NREM.
IU	clock_h5_R_act	Hour 5 - The spectral power (uV^2) in rem.
IV	clock_h5_Unscored_act	Hour 5 - The spectral power (uV^2) unscored.
IW	clock_h6_act	Hour 6 - The spectral power (uV^2)
IX	clock_h6_W_act	Hour 6 - The spectral power (uV^2) in awake.
IY	clock_h6_N1_act	Hour 6 - The spectral power (uV^2) in N1.
IZ	clock_h6_N2_act	Hour 6 - The spectral power (uV^2) in N2.
JA	clock_h6_N3_act	Hour 6 - The spectral power (uV^2) in N3.
JB	clock_h6_N2N3_act	Hour 6 - The spectral power (uV^2) in N2 and N3.
JC	clock_h6_NREM_act	Hour 6 - The spectral power (uV^2) in NREM.
JD	clock_h6_R_act	Hour 6 - The spectral power (uV^2) in rem.
JE	clock_h6_Unscored_act	Hour 6 - The spectral power (uV^2) unscored.
JF	clock_h7_act	Hour 7 - The spectral power (uV^2)
JG	clock_h7_W_act	Hour 7 - The spectral power (uV^2) in awake.
JH	clock_h7_N1_act	Hour 7 - The spectral power (uV^2) in N1.
JI	clock_h7_N2_act	Hour 7 - The spectral power (uV^2) in N2.
JJ	clock_h7_N3_act	Hour 7 - The spectral power (uV^2) in N3.
JK	clock_h7_N2N3_act	Hour 7 - The spectral power (uV^2) in N2 and N3.
JL	clock_h7_NREM_act	Hour 7 - The spectral power (uV^2) in NREM.
JM	clock_h7_R_act	Hour 7 - The spectral power (uV^2) in rem.
JN	clock_h7_Unscored_act	Hour 7 - The spectral power (uV^2) unscored.
JO	clock_h8_act	Hour 8 - The spectral power (uV^2)
JP	clock_h8_W_act	Hour 8 - The spectral power (uV^2) in awake.
JQ	clock_h8_N1_act	Hour 8 - The spectral power (uV^2) in N1.
JR	clock_h8_N2_act	Hour 8 - The spectral power (uV^2) in N2.
JS	clock_h8_N3_act	Hour 8 - The spectral power (uV^2) in N3.
JT	clock_h8_N2N3_act	Hour 8 - The spectral power (uV^2) in N2 and N3.
JU	clock_h8_NREM_act	Hour 8 - The spectral power (uV^2) in NREM.
JV	clock_h8_R_act	Hour 8 - The spectral power (uV^2) in rem.
JW	clock_h8_Unscored_act	Hour 8 - The spectral power (uV^2) unscored.
JX	clock_h9_act	Hour 9 - The spectral power (uV^2)
JY	clock_h9_W_act	Hour 9 - The spectral power (uV^2) in awake.
JZ	clock_h9_N1_act	Hour 9 - The spectral power (uV^2) in N1.
KA	clock_h9_N2_act	Hour 9 - The spectral power (uV^2) in N2.
KB	clock_h9_N3_act	Hour 9 - The spectral power (uV^2) in N3.
KC	clock_h9_N2N3_act	Hour 9 - The spectral power (uV^2) in N2 and N3.
KD	clock_h9_NREM_act	Hour 9 - The spectral power (uV^2) in NREM.
KE	clock_h9_R_act	Hour 9 - The spectral power (uV^2) in rem.
KF	clock_h9_Unscored_act	Hour 9 - The spectral power (uV^2) unscored.
KG	cyc1_length_min	Cycle 1 - Duration of the cycle 1 in minutes.
KH	cyc1_W_fft_win_count	Cycle 1 - The number of fft windows in awake.
KI	cyc1_W_fft_win_valid_count	Cycle 1 - The number of valid fft windows in awake.
KJ	cyc1_N1_fft_win_count	Cycle 1 - The number of fft windows in N1.
KK	cyc1_N1_fft_win_valid_count	Cycle 1 - The number of valid fft windows in N1.
KL	cyc1_N2_fft_win_count	Cycle 1 - The number of fft windows in N2.
KM	cyc1_N2_fft_win_valid_count	Cycle 1 - The number of valid fft windows in N2.
KN	cyc1_N3_fft_win_count	Cycle 1 - The number of fft windows in N3.
KO	cyc1_N3_fft_win_valid_count	Cycle 1 - The number of valid fft windows in N3.
KP	cyc1_N2N3_fft_win_count	Cycle 1 - The number of fft windows in N2 and N3.
KQ	cyc1_N2N3_fft_win_valid_count	Cycle 1 - The number of valid fft windows in N2 and N3.
KR	cyc1_NREM_fft_win_count	Cycle 1 - The number of fft windows in NREM (N1, N2 and N3).
KS	cyc1_NREM_fft_win_valid_count	Cycle 1 - The number of valid fft windows in NREM (N1, N2 and N3).
KT	cyc1_R_fft_win_count	Cycle 1 - The number of fft windows in rem.
KU	cyc1_R_fft_win_valid_count	Cycle 1 - The number of valid fft windows in rem.
KV	cyc1_Unscored_fft_win_count	Cycle 1 - The number of fft windows unscored.
KW	cyc1_Unscored_fft_win_valid_count	Cycle 1 - The number of valid fft windows unscored.
KX	cyc1_fft_win_count	Cycle 1 - The total number of fft windows.
KY	cyc1_fft_win_valid_count	Cycle 1 - The total number of valid fft windows.
KZ	cyc2_length_min	Cycle 2 - Duration of the cycle 1 in minutes.
LA	cyc2_W_fft_win_count	Cycle 2 - The number of fft windows in awake.
LB	cyc2_W_fft_win_valid_count	Cycle 2 - The number of valid fft windows in awake.
LC	cyc2_N1_fft_win_count	Cycle 2 - The number of fft windows in N1.
LD	cyc2_N1_fft_win_valid_count	Cycle 2 - The number of valid fft windows in N1.
LE	cyc2_N2_fft_win_count	Cycle 2 - The number of fft windows in N2.
LF	cyc2_N2_fft_win_valid_count	Cycle 2 - The number of valid fft windows in N2.
LG	cyc2_N3_fft_win_count	Cycle 2 - The number of fft windows in N3.
LH	cyc2_N3_fft_win_valid_count	Cycle 2 - The number of valid fft windows in N3.
LI	cyc2_N2N3_fft_win_count	Cycle 2 - The number of fft windows in N2 and N3.
LJ	cyc2_N2N3_fft_win_valid_count	Cycle 2 - The number of valid fft windows in N2 and N3.
LK	cyc2_NREM_fft_win_count	Cycle 2 - The number of fft windows in NREM (N1, N2 and N3).
LL	cyc2_NREM_fft_win_valid_count	Cycle 2 - The number of valid fft windows in NREM (N1, N2 and N3).
LM	cyc2_R_fft_win_count	Cycle 2 - The number of fft windows in rem.
LN	cyc2_R_fft_win_valid_count	Cycle 2 - The number of valid fft windows in rem.
LO	cyc2_Unscored_fft_win_count	Cycle 2 - The number of fft windows unscored.
LP	cyc2_Unscored_fft_win_valid_count	Cycle 2 - The number of valid fft windows unscored.
LQ	cyc2_fft_win_count	Cycle 2 - The total number of fft windows.
LR	cyc2_fft_win_valid_count	Cycle 2 - The total number of valid fft windows.
LS	cyc3_length_min	Cycle 3 - Duration of the cycle 1 in minutes.
LT	cyc3_W_fft_win_count	Cycle 3 - The number of fft windows in awake.
LU	cyc3_W_fft_win_valid_count	Cycle 3 - The number of valid fft windows in awake.
LV	cyc3_N1_fft_win_count	Cycle 3 - The number of fft windows in N1.
LW	cyc3_N1_fft_win_valid_count	Cycle 3 - The number of valid fft windows in N1.
LX	cyc3_N2_fft_win_count	Cycle 3 - The number of fft windows in N2.
LY	cyc3_N2_fft_win_valid_count	Cycle 3 - The number of valid fft windows in N2.
LZ	cyc3_N3_fft_win_count	Cycle 3 - The number of fft windows in N3.
MA	cyc3_N3_fft_win_valid_count	Cycle 3 - The number of valid fft windows in N3.
MB	cyc3_N2N3_fft_win_count	Cycle 3 - The number of fft windows in N2 and N3.
MC	cyc3_N2N3_fft_win_valid_count	Cycle 3 - The number of valid fft windows in N2 and N3.
MD	cyc3_NREM_fft_win_count	Cycle 3 - The number of fft windows in NREM (N1, N2 and N3).
ME	cyc3_NREM_fft_win_valid_count	Cycle 3 - The number of valid fft windows in NREM (N1, N2 and N3).
MF	cyc3_R_fft_win_count	Cycle 3 - The number of fft windows in rem.
MG	cyc3_R_fft_win_valid_count	Cycle 3 - The number of valid fft windows in rem.
MH	cyc3_Unscored_fft_win_count	Cycle 3 - The number of fft windows unscored.
MI	cyc3_Unscored_fft_win_valid_count	Cycle 3 - The number of valid fft windows unscored.
MJ	cyc3_fft_win_count	Cycle 3 - The total number of fft windows.
MK	cyc3_fft_win_valid_count	Cycle 3 - The total number of valid fft windows.
ML	cyc4_length_min	Cycle 4 - Duration of the cycle 1 in minutes.
MM	cyc4_W_fft_win_count	Cycle 4 - The number of fft windows in awake.
MN	cyc4_W_fft_win_valid_count	Cycle 4 - The number of valid fft windows in awake.
MO	cyc4_N1_fft_win_count	Cycle 4 - The number of fft windows in N1.
MP	cyc4_N1_fft_win_valid_count	Cycle 4 - The number of valid fft windows in N1.
MQ	cyc4_N2_fft_win_count	Cycle 4 - The number of fft windows in N2.
MR	cyc4_N2_fft_win_valid_count	Cycle 4 - The number of valid fft windows in N2.
MS	cyc4_N3_fft_win_count	Cycle 4 - The number of fft windows in N3.
MT	cyc4_N3_fft_win_valid_count	Cycle 4 - The number of valid fft windows in N3.
MU	cyc4_N2N3_fft_win_count	Cycle 4 - The number of fft windows in N2 and N3.
MV	cyc4_N2N3_fft_win_valid_count	Cycle 4 - The number of valid fft windows in N2 and N3.
MW	cyc4_NREM_fft_win_count	Cycle 4 - The number of fft windows in NREM (N1, N2 and N3).
MX	cyc4_NREM_fft_win_valid_count	Cycle 4 - The number of valid fft windows in NREM (N1, N2 and N3).
MY	cyc4_R_fft_win_count	Cycle 4 - The number of fft windows in rem.
MZ	cyc4_R_fft_win_valid_count	Cycle 4 - The number of valid fft windows in rem.
NA	cyc4_Unscored_fft_win_count	Cycle 4 - The number of fft windows unscored.
NB	cyc4_Unscored_fft_win_valid_count	Cycle 4 - The number of valid fft windows unscored.
NC	cyc4_fft_win_count	Cycle 4 - The total number of fft windows.
ND	cyc4_fft_win_valid_count	Cycle 4 - The total number of valid fft windows.
NE	cyc5_length_min	Cycle 5 - Duration of the cycle 1 in minutes.
NF	cyc5_W_fft_win_count	Cycle 5 - The number of fft windows in awake.
NG	cyc5_W_fft_win_valid_count	Cycle 5 - The number of valid fft windows in awake.
NH	cyc5_N1_fft_win_count	Cycle 5 - The number of fft windows in N1.
NI	cyc5_N1_fft_win_valid_count	Cycle 5 - The number of valid fft windows in N1.
NJ	cyc5_N2_fft_win_count	Cycle 5 - The number of fft windows in N2.
NK	cyc5_N2_fft_win_valid_count	Cycle 5 - The number of valid fft windows in N2.
NL	cyc5_N3_fft_win_count	Cycle 5 - The number of fft windows in N3.
NM	cyc5_N3_fft_win_valid_count	Cycle 5 - The number of valid fft windows in N3.
NN	cyc5_N2N3_fft_win_count	Cycle 5 - The number of fft windows in N2 and N3.
NO	cyc5_N2N3_fft_win_valid_count	Cycle 5 - The number of valid fft windows in N2 and N3.
NP	cyc5_NREM_fft_win_count	Cycle 5 - The number of fft windows in NREM (N1, N2 and N3).
NQ	cyc5_NREM_fft_win_valid_count	Cycle 5 - The number of valid fft windows in NREM (N1, N2 and N3).
NR	cyc5_R_fft_win_count	Cycle 5 - The number of fft windows in rem.
NS	cyc5_R_fft_win_valid_count	Cycle 5 - The number of valid fft windows in rem.
NT	cyc5_Unscored_fft_win_count	Cycle 5 - The number of fft windows unscored.
NU	cyc5_Unscored_fft_win_valid_count	Cycle 5 - The number of valid fft windows unscored.
NV	cyc5_fft_win_count	Cycle 5 - The total number of fft windows.
NW	cyc5_fft_win_valid_count	Cycle 5 - The total number of valid fft windows.
NX	cyc6_length_min	Cycle 6 - Duration of the cycle 1 in minutes.
NY	cyc6_W_fft_win_count	Cycle 6 - The number of fft windows in awake.
NZ	cyc6_W_fft_win_valid_count	Cycle 6 - The number of valid fft windows in awake.
OA	cyc6_N1_fft_win_count	Cycle 6 - The number of fft windows in N1.
OB	cyc6_N1_fft_win_valid_count	Cycle 6 - The number of valid fft windows in N1.
OC	cyc6_N2_fft_win_count	Cycle 6 - The number of fft windows in N2.
OD	cyc6_N2_fft_win_valid_count	Cycle 6 - The number of valid fft windows in N2.
OE	cyc6_N3_fft_win_count	Cycle 6 - The number of fft windows in N3.
OF	cyc6_N3_fft_win_valid_count	Cycle 6 - The number of valid fft windows in N3.
OG	cyc6_N2N3_fft_win_count	Cycle 6 - The number of fft windows in N2 and N3.
OH	cyc6_N2N3_fft_win_valid_count	Cycle 6 - The number of valid fft windows in N2 and N3.
OI	cyc6_NREM_fft_win_count	Cycle 6 - The number of fft windows in NREM (N1, N2 and N3).
OJ	cyc6_NREM_fft_win_valid_count	Cycle 6 - The number of valid fft windows in NREM (N1, N2 and N3).
OK	cyc6_R_fft_win_count	Cycle 6 - The number of fft windows in rem.
OL	cyc6_R_fft_win_valid_count	Cycle 6 - The number of valid fft windows in rem.
OM	cyc6_Unscored_fft_win_count	Cycle 6 - The number of fft windows unscored.
ON	cyc6_Unscored_fft_win_valid_count	Cycle 6 - The number of valid fft windows unscored.
OO	cyc6_fft_win_count	Cycle 6 - The total number of fft windows.
OP	cyc6_fft_win_valid_count	Cycle 6 - The total number of valid fft windows.
OQ	cyc1_act	Cycle 1 - The spectral power (uV^2)
OR	cyc1_W_act	Cycle 1 - The spectral power (uV^2) in awake.
OS	cyc1_N1_act	Cycle 1 - The spectral power (uV^2) in N1.
OT	cyc1_N2_act	Cycle 1 - The spectral power (uV^2) in N2.
OU	cyc1_N3_act	Cycle 1 - The spectral power (uV^2) in N3.
OV	cyc1_N2N3_act	Cycle 1 - The spectral power (uV^2) in N2 and N3.
OW	cyc1_NREM_act	Cycle 1 - The spectral power (uV^2) in NREM.
OX	cyc1_R_act	Cycle 1 - The spectral power (uV^2) in rem.
OY	cyc1_Unscored_act	Cycle 1 - The spectral power (uV^2) unscored.
OZ	cyc2_act	Cycle 2 - The spectral power (uV^2)
PA	cyc2_W_act	Cycle 2 - The spectral power (uV^2) in awake.
PB	cyc2_N1_act	Cycle 2 - The spectral power (uV^2) in N1.
PC	cyc2_N2_act	Cycle 2 - The spectral power (uV^2) in N2.
PD	cyc2_N3_act	Cycle 2 - The spectral power (uV^2) in N3.
PE	cyc2_N2N3_act	Cycle 2 - The spectral power (uV^2) in N2 and N3.
PF	cyc2_NREM_act	Cycle 2 - The spectral power (uV^2) in NREM.
PG	cyc2_R_act	Cycle 2 - The spectral power (uV^2) in rem.
PH	cyc2_Unscored_act	Cycle 2 - The spectral power (uV^2) unscored.
PI	cyc3_act	Cycle 3 - The spectral power (uV^2)
PJ	cyc3_W_act	Cycle 3 - The spectral power (uV^2) in awake.
PK	cyc3_N1_act	Cycle 3 - The spectral power (uV^2) in N1.
PL	cyc3_N2_act	Cycle 3 - The spectral power (uV^2) in N2.
PM	cyc3_N3_act	Cycle 3 - The spectral power (uV^2) in N3.
PN	cyc3_N2N3_act	Cycle 3 - The spectral power (uV^2) in N2 and N3.
PO	cyc3_NREM_act	Cycle 3 - The spectral power (uV^2) in NREM.
PP	cyc3_R_act	Cycle 3 - The spectral power (uV^2) in rem.
PQ	cyc3_Unscored_act	Cycle 3 - The spectral power (uV^2) unscored.
PR	cyc4_act	Cycle 4 - The spectral power (uV^2)
PS	cyc4_W_act	Cycle 4 - The spectral power (uV^2) in awake.
PT	cyc4_N1_act	Cycle 4 - The spectral power (uV^2) in N1.
PU	cyc4_N2_act	Cycle 4 - The spectral power (uV^2) in N2.
PV	cyc4_N3_act	Cycle 4 - The spectral power (uV^2) in N3.
PW	cyc4_N2N3_act	Cycle 4 - The spectral power (uV^2) in N2 and N3.
PX	cyc4_NREM_act	Cycle 4 - The spectral power (uV^2) in NREM.
PY	cyc4_R_act	Cycle 4 - The spectral power (uV^2) in rem.
PZ	cyc4_Unscored_act	Cycle 4 - The spectral power (uV^2) unscored.
QA	cyc5_act	Cycle 5 - The spectral power (uV^2)
QB	cyc5_W_act	Cycle 5 - The spectral power (uV^2) in awake.
QC	cyc5_N1_act	Cycle 5 - The spectral power (uV^2) in N1.
QD	cyc5_N2_act	Cycle 5 - The spectral power (uV^2) in N2.
QE	cyc5_N3_act	Cycle 5 - The spectral power (uV^2) in N3.
QF	cyc5_N2N3_act	Cycle 5 - The spectral power (uV^2) in N2 and N3.
QG	cyc5_NREM_act	Cycle 5 - The spectral power (uV^2) in NREM.
QH	cyc5_R_act	Cycle 5 - The spectral power (uV^2) in rem.
QI	cyc5_Unscored_act	Cycle 5 - The spectral power (uV^2) unscored.
QJ	cyc6_act	Cycle 6 - The spectral power (uV^2)
QK	cyc6_W_act	Cycle 6 - The spectral power (uV^2) in awake.
QL	cyc6_N1_act	Cycle 6 - The spectral power (uV^2) in N1.
QM	cyc6_N2_act	Cycle 6 - The spectral power (uV^2) in N2.
QN	cyc6_N3_act	Cycle 6 - The spectral power (uV^2) in N3.
QO	cyc6_N2N3_act	Cycle 6 - The spectral power (uV^2) in N2 and N3.
QP	cyc6_NREM_act	Cycle 6 - The spectral power (uV^2) in NREM.
QQ	cyc6_R_act	Cycle 6 - The spectral power (uV^2) in rem.
QR	cyc6_Unscored_act	Cycle 6 - The spectral power (uV^2) unscored.
QS	stage_h1_W_fft_win_count	Selected sleep Stage Hour 1 - The number of FFT windows in Wake during the first hour spent in that stage.
QT	stage_h1_W_fft_win_valid_count	Selected sleep Stage Hour 1 - The number of valid FFT windows in Wake during the first hour spent in that stage.
QU	stage_h1_N1_fft_win_count	Selected sleep Stage Hour 1 - The number of FFT windows in N1 during the first hour spent in that stage.
QV	stage_h1_N1_fft_win_valid_count	Selected sleep Stage Hour 1 - The number of valid FFT windows in N1 during the first hour spent in that stage.
QW	stage_h1_N2_fft_win_count	Selected sleep Stage Hour 1 - The number of FFT windows in N2 during the first hour spent in that stage.
QX	stage_h1_N2_fft_win_valid_count	Selected sleep Stage Hour 1 - The number of valid FFT windows in N2 during the first hour spent in that stage.
QY	stage_h1_N3_fft_win_count	Selected sleep Stage Hour 1 - The number of FFT windows in N3 during the first hour spent in that stage.
QZ	stage_h1_N3_fft_win_valid_count	Selected sleep Stage Hour 1 - The number of valid FFT windows in N3 during the first hour spent in that stage.
RA	stage_h1_N2N3_fft_win_count	Selected sleep Stage Hour 1 - The number of FFT windows in N2 and N3 during the first hour spent in that stage.
RB	stage_h1_N2N3_fft_win_valid_count	Selected sleep Stage Hour 1 - The number of valid FFT windows in N2 and N3 during the first hour spent in that stage.
RC	stage_h1_NREM_fft_win_count	Selected sleep Stage Hour 1 - The number of FFT windows in NREM (N1, N2 and N3) during the first hour spent in that stage.
RD	stage_h1_NREM_fft_win_valid_count	Selected sleep Stage Hour 1 - The number of valid FFT windows in NREM (N1, N2 and N3) during the first hour spent in that stage.
RE	stage_h1_R_fft_win_count	Selected sleep Stage Hour 1 - The number of FFT windows in REM during the first hour spent in that stage.
RF	stage_h1_R_fft_win_valid_count	Selected sleep Stage Hour 1 - The number of valid FFT windows in REM during the first hour spent in that stage.
