A	filename	PSG filename
ASR	stage_h5_N1_dom_freq_Hz	Stage Hour 5 - Spindle dominant frequency (Hz) where spectral energy is maximum in N1 stage.
ASS	stage_h5_N2_dom_freq_Hz	Stage Hour 5 - Spindle dominant frequency (Hz) where spectral energy is maximum in N2 stage.
AST	stage_h5_N3_dom_freq_Hz	Stage Hour 5 - Spindle dominant frequency (Hz) where spectral energy is maximum in N3 stage.
ASU	stage_h5_N2N3_dom_freq_Hz	Stage Hour 5 - Spindle dominant frequency (Hz) where spectral energy is maximum in N2 and N3 stage.
ASV	stage_h5_NREM_dom_freq_Hz	Stage Hour 5 - Spindle dominant frequency (Hz) where spectral energy is maximum in NREM stage (N1, N2, N3).
ASW	stage_h5_R_dom_freq_Hz	Stage Hour 5 - Spindle dominant frequency (Hz) where spectral energy is maximum in REM stage.
ASX	stage_h5_dom_freq_Hz	Stage Hour 5 - Spindle dominant frequency (Hz) where spectral energy is maximum in all stages.
ASY	stage_h5_N1_avg_freq_Hz	Stage Hour 5 - Spindle average frequency (Hz) counting peaks in N1 stage.
ASZ	stage_h5_N2_avg_freq_Hz	Stage Hour 5 - Spindle average frequency (Hz) counting peaks in N2 stage.
ATA	stage_h5_N3_avg_freq_Hz	Stage Hour 5 - Spindle average frequency (Hz) counting peaks in N3 stage.
ATB	stage_h5_N2N3_avg_freq_Hz	Stage Hour 5 - Spindle average frequency (Hz) counting peaks in N2 and N3 stage.
ATC	stage_h5_NREM_avg_freq_Hz	Stage Hour 5 - Spindle average frequency (Hz) counting peaks in NREM stage (N1, N2, N3).
ATD	stage_h5_R_avg_freq_Hz	Stage Hour 5 - Spindle average frequency (Hz) counting peaks in REM stage.
ATE	stage_h5_avg_freq_Hz	Stage Hour 5 - Spindle average frequency (Hz) counting peaks in all stages.
ATF	stage_h5_N1_amp_pkpk_uV	Stage Hour 5 - Average peak-to-peak amplitude (µV) in N1 stage.
ATG	stage_h5_N2_amp_pkpk_uV	Stage Hour 5 - Average peak-to-peak amplitude (µV) in N2 stage.
ATH	stage_h5_N3_amp_pkpk_uV	Stage Hour 5 - Average peak-to-peak amplitude (µV) in N3 stage.
ATI	stage_h5_N2N3_amp_pkpk_uV	Stage Hour 5 - Average peak-to-peak amplitude (µV) in N2 and N3 stage.
ATJ	stage_h5_NREM_amp_pkpk_uV	Stage Hour 5 - Average peak-to-peak amplitude (µV) in NREM stage (N1, N2, N3).
ATK	stage_h5_R_amp_pkpk_uV	Stage Hour 5 - Average peak-to-peak amplitude (µV) in REM stage.
ATL	stage_h5_amp_pkpk_uV	Stage Hour 5 - Average peak-to-peak amplitude (µV) in all stages
ATM	stage_h5_N1_amp_rms_uV	Stage Hour 5 - Average rms amplitude (µV) in N1 stage.
ATN	stage_h5_N2_amp_rms_uV	Stage Hour 5 - Average rms amplitude (µV) in N2 stage.
ATO	stage_h5_N3_amp_rms_uV	Stage Hour 5 - Average rms amplitude (µV) in N3 stage.
ATP	stage_h5_N2N3_amp_rms_uV	Stage Hour 5 - Average rms amplitude (µV) in N2 and N3 stage.
ATQ	stage_h5_NREM_amp_rms_uV	Stage Hour 5 - Average rms amplitude (µV) in NREM stage (N1, N2, N3).
ATR	stage_h5_R_amp_rms_uV	Stage Hour 5 - Average rms amplitude (µV) in REM stage.
ATS	stage_h5_amp_rms_uV	Stage Hour 5 - Average rms (Root Mean Square) amplitude (µV) in all stages
ATT	stage_h6_N1_valid_min	Stage Hour 6 - Valid (no artifact) duration (min) in N1 stage available for detection minus the REM periods if excluded.
ATU	stage_h6_N2_valid_min	Stage Hour 6 - Valid (no artifact) duration (min) in N2 stage available for detection minus the REM periods if excluded.
ATV	stage_h6_N3_valid_min	Stage Hour 6 - Valid (no artifact) duration (min) in N3 stage available for detection minus the REM periods if excluded.
ATW	stage_h6_N2N3_valid_min	Stage Hour 6 - Valid (no artifact) duration (min) in N2 and N3 stage available for detection minus the REM periods if excluded.
ATX	stage_h6_NREM_valid_min	Stage Hour 6 - Valid (no artifact) duration (min) in NREM stage (N1, N2, N3) available for detection minus the REM periods if excluded.
ATY	stage_h6_R_valid_min	Stage Hour 6 - Valid (no artifact) duration (min) in REM stage available for detection.
ATZ	stage_h6_min	Stage Hour 6 duration (min) minus the REM periods if excluded.
AUA	stage_h6_N1_spindle_count	Stage Hour 6 - Sleep spindle count in N1 stage.
AUB	stage_h6_N2_spindle_count	Stage Hour 6 - Sleep spindle count in N2 stage.
AUC	stage_h6_N3_spindle_count	Stage Hour 6 - Sleep spindle count in N3 stage.
AUD	stage_h6_N2N3_spindle_count	Stage Hour 6 - Sleep spindle count in N2 and N3 stage.
AUE	stage_h6_NREM_spindle_count	Stage Hour 6 - Sleep spindle count in NREM stage (N1, N2, N3).
AUF	stage_h6_R_spindle_count	Stage Hour 6 - Sleep spindle count in REM stage.
AUG	stage_h6_spindle_count	Stage Hour 6 - Sleep spindle count in all stages.
AUH	stage_h6_N1_density	Stage Hour 6 - Spindle density (count/min) in N1 stage.
AUI	stage_h6_N2_density	Stage Hour 6 - Spindle density (count/min) in N2 stage.
AUJ	stage_h6_N3_density	Stage Hour 6 - Spindle density (count/min) in N3 stage.
AUK	stage_h6_N2N3_density	Stage Hour 6 - Spindle density (count/min) in N2 and N3 stage.
AUL	stage_h6_NREM_density	Stage Hour 6 - Spindle density (count/min) in NREM stage (N1, N2, N3).
AUM	stage_h6_R_density	Stage Hour 6 - Spindle density (count/min) in REM stage.
AUN	stage_h6_N1_spindle_sec	Stage Hour 6 - Average spindle duration (s) in N1 stage.
AUO	stage_h6_N2_spindle_sec	Stage Hour 6 - Average spindle duration (s) in N2 stage.
AUP	stage_h6_N3_spindle_sec	Stage Hour 6 - Average spindle duration (s) in N3 stage.
AUQ	stage_h6_N2N3_spindle_sec	Stage Hour 6 - Average spindle duration (s) in N2 and N3 stage.
AUR	stage_h6_NREM_spindle_sec	Stage Hour 6 - Average spindle duration (s) in NREM stage (N1, N2, N3).
AUS	stage_h6_R_spindle_sec	Stage Hour 6 - Average spindle duration (s) in REM stage.
AUT	stage_h6_spindle_sec	Stage Hour 6 - Average spindle duration (s) in all stages.
AUU	stage_h6_N1_dom_freq_Hz	Stage Hour 6 - Spindle dominant frequency (Hz) where spectral energy is maximum in N1 stage.
AUV	stage_h6_N2_dom_freq_Hz	Stage Hour 6 - Spindle dominant frequency (Hz) where spectral energy is maximum in N2 stage.
AUW	stage_h6_N3_dom_freq_Hz	Stage Hour 6 - Spindle dominant frequency (Hz) where spectral energy is maximum in N3 stage.
AUX	stage_h6_N2N3_dom_freq_Hz	Stage Hour 6 - Spindle dominant frequency (Hz) where spectral energy is maximum in N2 and N3 stage.
AUY	stage_h6_NREM_dom_freq_Hz	Stage Hour 6 - Spindle dominant frequency (Hz) where spectral energy is maximum in NREM stage (N1, N2, N3).
AUZ	stage_h6_R_dom_freq_Hz	Stage Hour 6 - Spindle dominant frequency (Hz) where spectral energy is maximum in REM stage.
AVA	stage_h6_dom_freq_Hz	Stage Hour 6 - Spindle dominant frequency (Hz) where spectral energy is maximum in all stages.
AVB	stage_h6_N1_avg_freq_Hz	Stage Hour 6 - Spindle average frequency (Hz) counting peaks in N1 stage.
AVC	stage_h6_N2_avg_freq_Hz	Stage Hour 6 - Spindle average frequency (Hz) counting peaks in N2 stage.
AVD	stage_h6_N3_avg_freq_Hz	Stage Hour 6 - Spindle average frequency (Hz) counting peaks in N3 stage.
AVE	stage_h6_N2N3_avg_freq_Hz	Stage Hour 6 - Spindle average frequency (Hz) counting peaks in N2 and N3 stage.
AVF	stage_h6_NREM_avg_freq_Hz	Stage Hour 6 - Spindle average frequency (Hz) counting peaks in NREM stage (N1, N2, N3).
AVG	stage_h6_R_avg_freq_Hz	Stage Hour 6 - Spindle average frequency (Hz) counting peaks in REM stage.
AVH	stage_h6_avg_freq_Hz	Stage Hour 6 - Spindle average frequency (Hz) counting peaks in all stages.
AVI	stage_h6_N1_amp_pkpk_uV	Stage Hour 6 - Average peak-to-peak amplitude (µV) in N1 stage.
AVJ	stage_h6_N2_amp_pkpk_uV	Stage Hour 6 - Average peak-to-peak amplitude (µV) in N2 stage.
AVK	stage_h6_N3_amp_pkpk_uV	Stage Hour 6 - Average peak-to-peak amplitude (µV) in N3 stage.
AVL	stage_h6_N2N3_amp_pkpk_uV	Stage Hour 6 - Average peak-to-peak amplitude (µV) in N2 and N3 stage.
AVM	stage_h6_NREM_amp_pkpk_uV	Stage Hour 6 - Average peak-to-peak amplitude (µV) in NREM stage (N1, N2, N3).
AVN	stage_h6_R_amp_pkpk_uV	Stage Hour 6 - Average peak-to-peak amplitude (µV) in REM stage.
AVO	stage_h6_amp_pkpk_uV	Stage Hour 6 - Average peak-to-peak amplitude (µV) in all stages
AVP	stage_h6_N1_amp_rms_uV	Stage Hour 6 - Average rms amplitude (µV) in N1 stage.
AVQ	stage_h6_N2_amp_rms_uV	Stage Hour 6 - Average rms amplitude (µV) in N2 stage.
AVR	stage_h6_N3_amp_rms_uV	Stage Hour 6 - Average rms amplitude (µV) in N3 stage.
AVS	stage_h6_N2N3_amp_rms_uV	Stage Hour 6 - Average rms amplitude (µV) in N2 and N3 stage.
AVT	stage_h6_NREM_amp_rms_uV	Stage Hour 6 - Average rms amplitude (µV) in NREM stage (N1, N2, N3).
AVU	stage_h6_R_amp_rms_uV	Stage Hour 6 - Average rms amplitude (µV) in REM stage.
AVV	stage_h6_amp_rms_uV	Stage Hour 6 - Average rms (Root Mean Square) amplitude (µV) in all stages
AVW	stage_h7_N1_valid_min	Stage Hour 7 - Valid (no artifact) duration (min) in N1 stage available for detection minus the REM periods if excluded.
AVX	stage_h7_N2_valid_min	Stage Hour 7 - Valid (no artifact) duration (min) in N2 stage available for detection minus the REM periods if excluded.
AVY	stage_h7_N3_valid_min	Stage Hour 7 - Valid (no artifact) duration (min) in N3 stage available for detection minus the REM periods if excluded.
AVZ	stage_h7_N2N3_valid_min	Stage Hour 7 - Valid (no artifact) duration (min) in N2 and N3 stage available for detection minus the REM periods if excluded.
AWA	stage_h7_NREM_valid_min	Stage Hour 7 - Valid (no artifact) duration (min) in NREM stage (N1, N2, N3) available for detection minus the REM periods if excluded.
AWB	stage_h7_R_valid_min	Stage Hour 7 - Valid (no artifact) duration (min) in REM stage available for detection.
AWC	stage_h7_min	Stage Hour 7 duration (min) minus the REM periods if excluded.
AWD	stage_h7_N1_spindle_count	Stage Hour 7 - Sleep spindle count in N1 stage.
AWE	stage_h7_N2_spindle_count	Stage Hour 7 - Sleep spindle count in N2 stage.
AWF	stage_h7_N3_spindle_count	Stage Hour 7 - Sleep spindle count in N3 stage.
AWG	stage_h7_N2N3_spindle_count	Stage Hour 7 - Sleep spindle count in N2 and N3 stage.
AWH	stage_h7_NREM_spindle_count	Stage Hour 7 - Sleep spindle count in NREM stage (N1, N2, N3).
AWI	stage_h7_R_spindle_count	Stage Hour 7 - Sleep spindle count in REM stage.
AWJ	stage_h7_spindle_count	Stage Hour 7 - Sleep spindle count in all stages.
AWK	stage_h7_N1_density	Stage Hour 7 - Spindle density (count/min) in N1 stage.
AWL	stage_h7_N2_density	Stage Hour 7 - Spindle density (count/min) in N2 stage.
AWM	stage_h7_N3_density	Stage Hour 7 - Spindle density (count/min) in N3 stage.
AWN	stage_h7_N2N3_density	Stage Hour 7 - Spindle density (count/min) in N2 and N3 stage.
AWO	stage_h7_NREM_density	Stage Hour 7 - Spindle density (count/min) in NREM stage (N1, N2, N3).
AWP	stage_h7_R_density	Stage Hour 7 - Spindle density (count/min) in REM stage.
AWQ	stage_h7_N1_spindle_sec	Stage Hour 7 - Average spindle duration (s) in N1 stage.
AWR	stage_h7_N2_spindle_sec	Stage Hour 7 - Average spindle duration (s) in N2 stage.
AWS	stage_h7_N3_spindle_sec	Stage Hour 7 - Average spindle duration (s) in N3 stage.
AWT	stage_h7_N2N3_spindle_sec	Stage Hour 7 - Average spindle duration (s) in N2 and N3 stage.
AWU	stage_h7_NREM_spindle_sec	Stage Hour 7 - Average spindle duration (s) in NREM stage (N1, N2, N3).
AWV	stage_h7_R_spindle_sec	Stage Hour 7 - Average spindle duration (s) in REM stage.
AWW	stage_h7_spindle_sec	Stage Hour 7 - Average spindle duration (s) in all stages.
AWX	stage_h7_N1_dom_freq_Hz	Stage Hour 7 - Spindle dominant frequency (Hz) where spectral energy is maximum in N1 stage.
AWY	stage_h7_N2_dom_freq_Hz	Stage Hour 7 - Spindle dominant frequency (Hz) where spectral energy is maximum in N2 stage.
AWZ	stage_h7_N3_dom_freq_Hz	Stage Hour 7 - Spindle dominant frequency (Hz) where spectral energy is maximum in N3 stage.
AXA	stage_h7_N2N3_dom_freq_Hz	Stage Hour 7 - Spindle dominant frequency (Hz) where spectral energy is maximum in N2 and N3 stage.
AXB	stage_h7_NREM_dom_freq_Hz	Stage Hour 7 - Spindle dominant frequency (Hz) where spectral energy is maximum in NREM stage (N1, N2, N3).
AXC	stage_h7_R_dom_freq_Hz	Stage Hour 7 - Spindle dominant frequency (Hz) where spectral energy is maximum in REM stage.
AXD	stage_h7_dom_freq_Hz	Stage Hour 7 - Spindle dominant frequency (Hz) where spectral energy is maximum in all stages.
AXE	stage_h7_N1_avg_freq_Hz	Stage Hour 7 - Spindle average frequency (Hz) counting peaks in N1 stage.
AXF	stage_h7_N2_avg_freq_Hz	Stage Hour 7 - Spindle average frequency (Hz) counting peaks in N2 stage.
AXG	stage_h7_N3_avg_freq_Hz	Stage Hour 7 - Spindle average frequency (Hz) counting peaks in N3 stage.
AXH	stage_h7_N2N3_avg_freq_Hz	Stage Hour 7 - Spindle average frequency (Hz) counting peaks in N2 and N3 stage.
AXI	stage_h7_NREM_avg_freq_Hz	Stage Hour 7 - Spindle average frequency (Hz) counting peaks in NREM stage (N1, N2, N3).
AXJ	stage_h7_R_avg_freq_Hz	Stage Hour 7 - Spindle average frequency (Hz) counting peaks in REM stage.
AXK	stage_h7_avg_freq_Hz	Stage Hour 7 - Spindle average frequency (Hz) counting peaks in all stages.
AXL	stage_h7_N1_amp_pkpk_uV	Stage Hour 7 - Average peak-to-peak amplitude (µV) in N1 stage.
AXM	stage_h7_N2_amp_pkpk_uV	Stage Hour 7 - Average peak-to-peak amplitude (µV) in N2 stage.
AXN	stage_h7_N3_amp_pkpk_uV	Stage Hour 7 - Average peak-to-peak amplitude (µV) in N3 stage.
AXO	stage_h7_N2N3_amp_pkpk_uV	Stage Hour 7 - Average peak-to-peak amplitude (µV) in N2 and N3 stage.
AXP	stage_h7_NREM_amp_pkpk_uV	Stage Hour 7 - Average peak-to-peak amplitude (µV) in NREM stage (N1, N2, N3).
AXQ	stage_h7_R_amp_pkpk_uV	Stage Hour 7 - Average peak-to-peak amplitude (µV) in REM stage.
AXR	stage_h7_amp_pkpk_uV	Stage Hour 7 - Average peak-to-peak amplitude (µV) in all stages
AXS	stage_h7_N1_amp_rms_uV	Stage Hour 7 - Average rms amplitude (µV) in N1 stage.
AXT	stage_h7_N2_amp_rms_uV	Stage Hour 7 - Average rms amplitude (µV) in N2 stage.
AXU	stage_h7_N3_amp_rms_uV	Stage Hour 7 - Average rms amplitude (µV) in N3 stage.
AXV	stage_h7_N2N3_amp_rms_uV	Stage Hour 7 - Average rms amplitude (µV) in N2 and N3 stage.
AXW	stage_h7_NREM_amp_rms_uV	Stage Hour 7 - Average rms amplitude (µV) in NREM stage (N1, N2, N3).
AXX	stage_h7_R_amp_rms_uV	Stage Hour 7 - Average rms amplitude (µV) in REM stage.
AXY	stage_h7_amp_rms_uV	Stage Hour 7 - Average rms (Root Mean Square) amplitude (µV) in all stages
AXZ	stage_h8_N1_valid_min	Stage Hour 8 - Valid (no artifact) duration (min) in N1 stage available for detection minus the REM periods if excluded.
AYA	stage_h8_N2_valid_min	Stage Hour 8 - Valid (no artifact) duration (min) in N2 stage available for detection minus the REM periods if excluded.
AYB	stage_h8_N3_valid_min	Stage Hour 8 - Valid (no artifact) duration (min) in N3 stage available for detection minus the REM periods if excluded.
AYC	stage_h8_N2N3_valid_min	Stage Hour 8 - Valid (no artifact) duration (min) in N2 and N3 stage available for detection minus the REM periods if excluded.
AYD	stage_h8_NREM_valid_min	Stage Hour 8 - Valid (no artifact) duration (min) in NREM stage (N1, N2, N3) available for detection minus the REM periods if excluded.
AYE	stage_h8_R_valid_min	Stage Hour 8 - Valid (no artifact) duration (min) in REM stage available for detection.
AYF	stage_h8_min	Stage Hour 8 duration (min) minus the REM periods if excluded.
AYG	stage_h8_N1_spindle_count	Stage Hour 8 - Sleep spindle count in N1 stage.
AYH	stage_h8_N2_spindle_count	Stage Hour 8 - Sleep spindle count in N2 stage.
AYI	stage_h8_N3_spindle_count	Stage Hour 8 - Sleep spindle count in N3 stage.
AYJ	stage_h8_N2N3_spindle_count	Stage Hour 8 - Sleep spindle count in N2 and N3 stage.
AYK	stage_h8_NREM_spindle_count	Stage Hour 8 - Sleep spindle count in NREM stage (N1, N2, N3).
AYL	stage_h8_R_spindle_count	Stage Hour 8 - Sleep spindle count in REM stage.
AYM	stage_h8_spindle_count	Stage Hour 8 - Sleep spindle count in all stages.
AYN	stage_h8_N1_density	Stage Hour 8 - Spindle density (count/min) in N1 stage.
AYO	stage_h8_N2_density	Stage Hour 8 - Spindle density (count/min) in N2 stage.
AYP	stage_h8_N3_density	Stage Hour 8 - Spindle density (count/min) in N3 stage.
AYQ	stage_h8_N2N3_density	Stage Hour 8 - Spindle density (count/min) in N2 and N3 stage.
AYR	stage_h8_NREM_density	Stage Hour 8 - Spindle density (count/min) in NREM stage (N1, N2, N3).
AYS	stage_h8_R_density	Stage Hour 8 - Spindle density (count/min) in REM stage.
AYT	stage_h8_N1_spindle_sec	Stage Hour 8 - Average spindle duration (s) in N1 stage.
AYU	stage_h8_N2_spindle_sec	Stage Hour 8 - Average spindle duration (s) in N2 stage.
AYV	stage_h8_N3_spindle_sec	Stage Hour 8 - Average spindle duration (s) in N3 stage.
AYW	stage_h8_N2N3_spindle_sec	Stage Hour 8 - Average spindle duration (s) in N2 and N3 stage.
AYX	stage_h8_NREM_spindle_sec	Stage Hour 8 - Average spindle duration (s) in NREM stage (N1, N2, N3).
AYY	stage_h8_R_spindle_sec	Stage Hour 8 - Average spindle duration (s) in REM stage.
AYZ	stage_h8_spindle_sec	Stage Hour 8 - Average spindle duration (s) in all stages.
AZA	stage_h8_N1_dom_freq_Hz	Stage Hour 8 - Spindle dominant frequency (Hz) where spectral energy is maximum in N1 stage.
AZB	stage_h8_N2_dom_freq_Hz	Stage Hour 8 - Spindle dominant frequency (Hz) where spectral energy is maximum in N2 stage.
AZC	stage_h8_N3_dom_freq_Hz	Stage Hour 8 - Spindle dominant frequency (Hz) where spectral energy is maximum in N3 stage.
AZD	stage_h8_N2N3_dom_freq_Hz	Stage Hour 8 - Spindle dominant frequency (Hz) where spectral energy is maximum in N2 and N3 stage.
AZE	stage_h8_NREM_dom_freq_Hz	Stage Hour 8 - Spindle dominant frequency (Hz) where spectral energy is maximum in NREM stage (N1, N2, N3).
AZF	stage_h8_R_dom_freq_Hz	Stage Hour 8 - Spindle dominant frequency (Hz) where spectral energy is maximum in REM stage.
AZG	stage_h8_dom_freq_Hz	Stage Hour 8 - Spindle dominant frequency (Hz) where spectral energy is maximum in all stages.
AZH	stage_h8_N1_avg_freq_Hz	Stage Hour 8 - Spindle average frequency (Hz) counting peaks in N1 stage.
AZI	stage_h8_N2_avg_freq_Hz	Stage Hour 8 - Spindle average frequency (Hz) counting peaks in N2 stage.
AZJ	stage_h8_N3_avg_freq_Hz	Stage Hour 8 - Spindle average frequency (Hz) counting peaks in N3 stage.
AZK	stage_h8_N2N3_avg_freq_Hz	Stage Hour 8 - Spindle average frequency (Hz) counting peaks in N2 and N3 stage.
AZL	stage_h8_NREM_avg_freq_Hz	Stage Hour 8 - Spindle average frequency (Hz) counting peaks in NREM stage (N1, N2, N3).
AZM	stage_h8_R_avg_freq_Hz	Stage Hour 8 - Spindle average frequency (Hz) counting peaks in REM stage.
AZN	stage_h8_avg_freq_Hz	Stage Hour 8 - Spindle average frequency (Hz) counting peaks in all stages.
AZO	stage_h8_N1_amp_pkpk_uV	Stage Hour 8 - Average peak-to-peak amplitude (µV) in N1 stage.
AZP	stage_h8_N2_amp_pkpk_uV	Stage Hour 8 - Average peak-to-peak amplitude (µV) in N2 stage.
AZQ	stage_h8_N3_amp_pkpk_uV	Stage Hour 8 - Average peak-to-peak amplitude (µV) in N3 stage.
AZR	stage_h8_N2N3_amp_pkpk_uV	Stage Hour 8 - Average peak-to-peak amplitude (µV) in N2 and N3 stage.
AZS	stage_h8_NREM_amp_pkpk_uV	Stage Hour 8 - Average peak-to-peak amplitude (µV) in NREM stage (N1, N2, N3).
AZT	stage_h8_R_amp_pkpk_uV	Stage Hour 8 - Average peak-to-peak amplitude (µV) in REM stage.
AZU	stage_h8_amp_pkpk_uV	Stage Hour 8 - Average peak-to-peak amplitude (µV) in all stages
AZV	stage_h8_N1_amp_rms_uV	Stage Hour 8 - Average rms amplitude (µV) in N1 stage.
AZW	stage_h8_N2_amp_rms_uV	Stage Hour 8 - Average rms amplitude (µV) in N2 stage.
AZX	stage_h8_N3_amp_rms_uV	Stage Hour 8 - Average rms amplitude (µV) in N3 stage.
AZY	stage_h8_N2N3_amp_rms_uV	Stage Hour 8 - Average rms amplitude (µV) in N2 and N3 stage.
AZZ	stage_h8_NREM_amp_rms_uV	Stage Hour 8 - Average rms amplitude (µV) in NREM stage (N1, N2, N3).
BAA	stage_h8_R_amp_rms_uV	Stage Hour 8 - Average rms amplitude (µV) in REM stage.
BAB	stage_h8_amp_rms_uV	Stage Hour 8 - Average rms (Root Mean Square) amplitude (µV) in all stages
BAC	stage_h9_N1_valid_min	Stage Hour 9 - Valid (no artifact) duration (min) in N1 stage available for detection minus the REM periods if excluded.
BAD	stage_h9_N2_valid_min	Stage Hour 9 - Valid (no artifact) duration (min) in N2 stage available for detection minus the REM periods if excluded.
BAE	stage_h9_N3_valid_min	Stage Hour 9 - Valid (no artifact) duration (min) in N3 stage available for detection minus the REM periods if excluded.
BAF	stage_h9_N2N3_valid_min	Stage Hour 9 - Valid (no artifact) duration (min) in N2 and N3 stage available for detection minus the REM periods if excluded.
BAG	stage_h9_NREM_valid_min	Stage Hour 9 - Valid (no artifact) duration (min) in NREM stage (N1, N2, N3) available for detection minus the REM periods if excluded.
BAH	stage_h9_R_valid_min	Stage Hour 9 - Valid (no artifact) duration (min) in REM stage available for detection.
BAI	stage_h9_min	Stage Hour 9 duration (min) minus the REM periods if excluded.
BAJ	stage_h9_N1_spindle_count	Stage Hour 9 - Sleep spindle count in N1 stage.
BAK	stage_h9_N2_spindle_count	Stage Hour 9 - Sleep spindle count in N2 stage.
BAL	stage_h9_N3_spindle_count	Stage Hour 9 - Sleep spindle count in N3 stage.
BAM	stage_h9_N2N3_spindle_count	Stage Hour 9 - Sleep spindle count in N2 and N3 stage.
BAN	stage_h9_NREM_spindle_count	Stage Hour 9 - Sleep spindle count in NREM stage (N1, N2, N3).
BAO	stage_h9_R_spindle_count	Stage Hour 9 - Sleep spindle count in REM stage.
BAP	stage_h9_spindle_count	Stage Hour 9 - Sleep spindle count in all stages.
BAQ	stage_h9_N1_density	Stage Hour 9 - Spindle density (count/min) in N1 stage.
BAR	stage_h9_N2_density	Stage Hour 9 - Spindle density (count/min) in N2 stage.
BAS	stage_h9_N3_density	Stage Hour 9 - Spindle density (count/min) in N3 stage.
BAT	stage_h9_N2N3_density	Stage Hour 9 - Spindle density (count/min) in N2 and N3 stage.
BAU	stage_h9_NREM_density	Stage Hour 9 - Spindle density (count/min) in NREM stage (N1, N2, N3).
BAV	stage_h9_R_density	Stage Hour 9 - Spindle density (count/min) in REM stage.
BAW	stage_h9_N1_spindle_sec	Stage Hour 9 - Average spindle duration (s) in N1 stage.
BAX	stage_h9_N2_spindle_sec	Stage Hour 9 - Average spindle duration (s) in N2 stage.
BAY	stage_h9_N3_spindle_sec	Stage Hour 9 - Average spindle duration (s) in N3 stage.
BAZ	stage_h9_N2N3_spindle_sec	Stage Hour 9 - Average spindle duration (s) in N2 and N3 stage.
BBA	stage_h9_NREM_spindle_sec	Stage Hour 9 - Average spindle duration (s) in NREM stage (N1, N2, N3).
BBB	stage_h9_R_spindle_sec	Stage Hour 9 - Average spindle duration (s) in REM stage.
BBC	stage_h9_spindle_sec	Stage Hour 9 - Average spindle duration (s) in all stages.
BBD	stage_h9_N1_dom_freq_Hz	Stage Hour 9 - Spindle dominant frequency (Hz) where spectral energy is maximum in N1 stage.
BBE	stage_h9_N2_dom_freq_Hz	Stage Hour 9 - Spindle dominant frequency (Hz) where spectral energy is maximum in N2 stage.
BBF	stage_h9_N3_dom_freq_Hz	Stage Hour 9 - Spindle dominant frequency (Hz) where spectral energy is maximum in N3 stage.
BBG	stage_h9_N2N3_dom_freq_Hz	Stage Hour 9 - Spindle dominant frequency (Hz) where spectral energy is maximum in N2 and N3 stage.
BBH	stage_h9_NREM_dom_freq_Hz	Stage Hour 9 - Spindle dominant frequency (Hz) where spectral energy is maximum in NREM stage (N1, N2, N3).
BBI	stage_h9_R_dom_freq_Hz	Stage Hour 9 - Spindle dominant frequency (Hz) where spectral energy is maximum in REM stage.
BBJ	stage_h9_dom_freq_Hz	Stage Hour 9 - Spindle dominant frequency (Hz) where spectral energy is maximum in all stages.
BBK	stage_h9_N1_avg_freq_Hz	Stage Hour 9 - Spindle average frequency (Hz) counting peaks in N1 stage.
BBL	stage_h9_N2_avg_freq_Hz	Stage Hour 9 - Spindle average frequency (Hz) counting peaks in N2 stage.
BBM	stage_h9_N3_avg_freq_Hz	Stage Hour 9 - Spindle average frequency (Hz) counting peaks in N3 stage.
BBN	stage_h9_N2N3_avg_freq_Hz	Stage Hour 9 - Spindle average frequency (Hz) counting peaks in N2 and N3 stage.
BBO	stage_h9_NREM_avg_freq_Hz	Stage Hour 9 - Spindle average frequency (Hz) counting peaks in NREM stage (N1, N2, N3).
BBP	stage_h9_R_avg_freq_Hz	Stage Hour 9 - Spindle average frequency (Hz) counting peaks in REM stage.
BBQ	stage_h9_avg_freq_Hz	Stage Hour 9 - Spindle average frequency (Hz) counting peaks in all stages.
BBR	stage_h9_N1_amp_pkpk_uV	Stage Hour 9 - Average peak-to-peak amplitude (µV) in N1 stage.
BBS	stage_h9_N2_amp_pkpk_uV	Stage Hour 9 - Average peak-to-peak amplitude (µV) in N2 stage.
BBT	stage_h9_N3_amp_pkpk_uV	Stage Hour 9 - Average peak-to-peak amplitude (µV) in N3 stage.
BBU	stage_h9_N2N3_amp_pkpk_uV	Stage Hour 9 - Average peak-to-peak amplitude (µV) in N2 and N3 stage.
BBV	stage_h9_NREM_amp_pkpk_uV	Stage Hour 9 - Average peak-to-peak amplitude (µV) in NREM stage (N1, N2, N3).
BBW	stage_h9_R_amp_pkpk_uV	Stage Hour 9 - Average peak-to-peak amplitude (µV) in REM stage.
BBX	stage_h9_amp_pkpk_uV	Stage Hour 9 - Average peak-to-peak amplitude (µV) in all stages
BBY	stage_h9_N1_amp_rms_uV	Stage Hour 9 - Average rms amplitude (µV) in N1 stage.
BBZ	stage_h9_N2_amp_rms_uV	Stage Hour 9 - Average rms amplitude (µV) in N2 stage.
BCA	stage_h9_N3_amp_rms_uV	Stage Hour 9 - Average rms amplitude (µV) in N3 stage.
BCB	stage_h9_N2N3_amp_rms_uV	Stage Hour 9 - Average rms amplitude (µV) in N2 and N3 stage.
BCC	stage_h9_NREM_amp_rms_uV	Stage Hour 9 - Average rms amplitude (µV) in NREM stage (N1, N2, N3).
BCD	stage_h9_R_amp_rms_uV	Stage Hour 9 - Average rms amplitude (µV) in REM stage.
